misparmb,persons_count,c3_actual,c30_actual,c31_actual,c32_actual,c33_actual,c34_actual,c35_actual,c36_actual,c37_actual,c38_actual,c39_actual,food_actual,nonfood_actual,FoodNorm-active
12807,2,17784,3808,1061,5592,2484,116,353,498,771,2957,144,4869,12915,1982.0803239582
12815,2,18252,1306,325,3104,889,9773,0,277,698,1081,799,1631,16621,2140.6467498748
12823,4,20091,3625,593,3079,1629,266,853,868,1954,7067,156,4218,15872,4122.7270738330
12831,5,26726,6259,1850,5063,2393,499,174,1032,1345,6482,1629,8109,18617,4915.5592034162
12849,5,33252,4067,783,5053,3205,4476,43,769,7034,6516,1305,4850,28401,4756.9927774996
12856,2,24023,4309,793,5087,1520,1110,426,3070,2664,3316,1730,5102,18923,1982.0803239582
12864,5,36590,3563,722,4980,2447,18180,0,707,3003,2469,520,4285,32306,4836.2759904579
12872,1,9943,2484,0,3666,1117,0,50,673,201,1317,435,2484,7459,1109.9649814166
12880,3,17880,838,377,2944,8849,51,0,2560,412,533,1316,1215,16665,3171.3285183330
12898,2,11929,873,491,3565,1717,52,681,1626,803,1101,1022,1364,10567,1982.0803239582
12906,1,11579,1656,1086,3565,921,39,300,248,303,2080,1380,2742,8836,872.1153425416
12914,3,21977,4044,275,5823,1580,115,0,1795,5214,2803,327,4319,17657,2616.3460276248
12922,1,8169,1659,847,4183,473,0,0,205,261,424,117,2506,5663,872.1153425416
12930,3,11559,1132,183,3303,1031,582,402,371,2375,1642,539,1315,10245,2616.3460276248
12948,1,6244,1774,215,3183,321,0,0,374,196,181,0,1989,4255,1109.9649814166
12955,2,7513,340,0,4219,1436,200,0,826,0,492,0,340,7173,1982.0803239582
12963,1,13498,3361,449,4568,600,0,502,319,886,2813,0,3810,9688,1189.2481943749
12971,6,19274,2824,2223,4518,1466,90,301,869,1985,4997,0,5047,14226,5153.4088422912
12989,5,43169,4991,1407,9455,4738,1500,251,1492,6964,11544,826,6398,36770,4994.8424163745
12997,2,13228,1938,495,6006,1094,0,0,43,301,3256,95,2433,10795,2061.3635369165
13003,2,16031,1558,511,5504,1112,531,1335,1438,1706,963,1373,2069,13962,1823.5138980415
13011,1,5661,0,0,3804,384,0,0,49,0,1424,0,0,5661,1189.2481943749
13029,3,15113,1619,377,5005,995,1186,0,113,3728,1161,929,1996,13117,2616.3460276248
13037,2,19999,1218,770,4140,1233,1236,668,853,2135,4902,2845,1988,18012,1982.0803239582
13045,2,4775,988,198,2008,273,0,552,344,0,181,231,1186,3589,2140.6467498748
13052,2,10010,1070,613,2309,601,0,0,433,1577,1078,2330,1683,8328,1982.0803239582
13060,3,16907,1472,460,3195,908,841,2319,302,4603,1898,908,1932,14974,2774.9124535414
13078,1,8512,1027,392,2624,1400,0,0,881,211,1672,305,1419,7093,1109.9649814166
13086,1,6223,111,0,2600,1023,0,351,1339,661,138,0,111,6112,872.1153425416
13094,1,7731,2621,416,1757,317,1780,0,89,126,251,373,3037,4693,872.1153425416
13102,4,9042,2823,287,703,742,518,1406,486,381,672,1025,3110,5933,3805.5942219997
13110,4,22589,2032,219,5134,1528,262,43,1425,4015,6396,1534,2251,20337,4439.8599256663
13128,2,3606,461,61,1406,302,128,43,17,355,195,639,522,3085,1506.3810462082
13136,2,10010,649,1333,2008,292,191,884,535,9,2086,2024,1982,8029,2061.3635369165
13144,2,3615,292,36,2309,315,0,30,238,390,1,3,328,3286,1982.0803239582
13151,3,14718,1484,884,4030,1922,256,0,1265,1290,2988,598,2368,12349,3171.3285183330
13169,1,12496,790,209,4768,730,2553,1115,307,1181,843,0,999,11497,1189.2481943749
13177,3,11245,1623,584,2892,993,1433,0,1082,317,2321,0,2207,9038,3171.3285183330
13185,4,6279,1423,270,2145,4,537,0,0,796,1069,35,1693,4586,3329.8949442497
13193,1,10211,1492,178,2146,812,127,2399,444,238,2314,60,1670,8540,1189.2481943749
13201,2,10150,3778,166,2790,1050,0,0,127,241,301,1696,3944,6205,1744.2306850832
13219,1,5115,2180,683,1406,224,214,126,156,93,34,0,2863,2253,1109.9649814166
13227,2,8700,2262,576,3292,738,53,0,550,251,895,84,2838,5863,1982.0803239582
13235,3,8545,175,1300,907,693,70,0,1053,1181,1771,1396,1475,7071,2616.3460276248
13243,5,16292,895,0,5616,1979,20,0,677,5934,995,175,895,15396,4202.0102867913
13250,1,4676,428,160,3012,222,20,0,0,0,1,833,588,4088,1189.2481943749
13268,2,8593,1236,320,3344,2349,0,775,0,250,320,0,1556,7038,1982.0803239582
13276,3,5534,380,202,3302,622,133,0,433,150,311,0,582,4951,3171.3285183330
13284,1,13783,1633,251,7416,1008,253,549,0,205,2360,109,1884,11900,1109.9649814166
13292,2,9607,3481,195,4202,506,124,0,431,203,465,0,3676,5931,1982.0803239582
13300,2,7497,1076,644,3302,600,95,0,1230,180,370,0,1720,5777,1982.0803239582
13318,4,13890,1922,318,4136,1886,374,2253,536,575,914,977,2240,11651,3726.3110090413
13326,2,19012,3545,1008,7077,1362,243,45,1,2535,1685,1510,4553,14458,1982.0803239582
13334,5,53764,3334,113,14192,7824,100,0,1121,10972,5808,10299,3447,50316,4439.8599256663
13342,2,11276,1134,824,5555,1584,248,0,422,464,928,116,1958,9317,1982.0803239582
13359,2,25135,2569,2235,9128,4679,440,398,720,759,3153,1055,4804,20332,1982.0803239582
13367,2,3165,1118,651,0,497,40,0,58,324,344,134,1769,1397,2140.6467498748
13375,1,13239,2115,152,930,575,0,100,569,290,7122,1387,2267,10973,1109.9649814166
13383,1,5690,1204,767,2189,613,0,0,100,487,331,0,1971,3720,1109.9649814166
13391,5,14581,629,0,700,985,229,662,136,8297,1276,1668,629,13953,3805.5942219997
13409,1,1825,764,239,139,160,40,0,448,1,34,0,1003,822,872.1153425416
13417,1,1857,978,101,130,250,0,0,0,320,71,7,1079,778,872.1153425416
13425,4,20923,5350,25,4093,951,958,564,1580,3733,2763,905,5375,15547,3964.1606479163
13433,3,16878,1548,495,3203,723,1171,234,986,613,7904,0,2043,14834,2933.4788794581
13441,1,7052,626,0,2770,2532,0,0,301,497,326,0,626,6426,872.1153425416
13458,1,5051,1479,0,1802,402,0,0,268,151,836,113,1479,3572,1189.2481943749
13466,1,8998,189,434,3307,823,0,0,146,957,3143,0,623,8376,1109.9649814166
13474,6,12766,807,576,3080,1707,118,964,644,2764,1638,469,1383,11384,6421.9402496244
13482,4,15257,3798,1626,751,2712,91,301,837,2927,1792,423,5424,9834,3567.7445831247
13490,1,9669,1679,412,3696,1345,60,288,180,1165,586,257,2091,7577,1189.2481943749
13508,2,15517,4150,328,1554,1154,417,2058,306,1382,2072,2096,4478,11039,1823.5138980415
13516,4,12059,2653,41,2410,894,224,1262,1007,3326,196,47,2694,9366,4122.7270738330
13524,2,26520,4999,801,6593,2925,163,477,5581,1642,2204,1134,5800,20719,1982.0803239582
13532,1,30038,2869,435,6124,1863,0,2942,1759,2309,11637,100,3304,26734,872.1153425416
13540,6,22565,3619,0,5998,1871,815,0,1085,6159,1803,1216,3619,18947,5232.6920552495
13557,5,25061,3559,1259,6034,3709,1530,602,538,1566,5285,978,4818,20242,4836.2759904579
13565,3,18778,1295,951,5873,1298,124,351,1062,5831,1993,0,2246,16532,2933.4788794581
13573,3,34851,2757,2129,6041,2514,107,853,3642,4991,11221,595,4886,29964,3250.6117312914
13581,4,25076,5466,2031,6024,1604,343,0,419,3619,5419,150,7497,17578,3329.8949442497
13599,4,25723,2413,825,6024,1489,201,783,1781,2903,9240,63,3238,22484,4043.4438608746
13607,2,3441,0,0,542,494,90,1406,146,361,379,23,0,3441,2061.3635369165
13615,4,23561,1874,921,6430,2497,163,804,4289,1285,2595,2703,2795,20766,4122.7270738330
13623,2,9463,1298,780,3431,852,327,0,1174,281,1255,66,2078,7386,1982.0803239582
13631,2,14808,2512,277,6442,1491,369,0,210,1224,1673,610,2789,12019,1982.0803239582
13649,2,19213,928,172,6506,1842,1564,853,2411,752,3592,593,1100,18113,1982.0803239582
13656,1,2782,80,29,2412,114,0,0,1,90,55,0,109,2672,872.1153425416
13664,5,56801,697,65,36365,1453,4606,1205,1293,7224,3551,342,762,56039,3964.1606479163
13672,4,23807,2478,1328,7470,3758,339,0,1374,4226,2783,52,3806,20002,4122.7270738330
13680,2,32033,2330,1668,6488,3286,2625,1867,1117,2288,10364,0,3998,28035,1982.0803239582
13698,1,1102,270,33,120,212,0,0,246,191,30,0,303,799,1109.9649814166
13706,3,4986,2214,111,226,359,327,0,0,537,191,1021,2325,2661,2695.6292405831
13714,1,13569,4256,1910,1879,1166,271,0,1216,1019,537,1314,6166,7402,872.1153425416
13722,2,12155,493,0,2008,2,0,602,150,6680,1953,267,493,11662,2140.6467498748
13730,2,9665,1457,795,1851,1095,1765,65,311,387,1809,131,2252,7414,2061.3635369165
13748,3,26744,2695,1289,2912,1019,7749,1074,344,2836,5690,1137,3984,22761,2616.3460276248
13755,4,14347,1259,15,3791,1487,633,482,828,5072,595,184,1274,13072,3409.1781572080
13763,2,10026,239,29,4472,1150,51,780,633,1027,1477,167,268,9757,1982.0803239582
13771,2,21960,4630,542,4004,1354,60,0,1378,1355,8276,360,5172,16787,1982.0803239582
13789,1,20028,1672,702,7096,1478,1028,502,757,4435,1771,586,2374,17653,872.1153425416
13797,2,11990,588,115,4004,1378,94,827,1234,861,1348,1539,703,11285,1427.0978332499
13805,5,15190,2845,505,4984,1598,97,0,1151,210,3800,0,3350,11840,5549.8249070828
13813,4,18985,1236,276,4066,1567,122,0,1836,1628,8255,0,1512,17474,4122.7270738330
13821,5,9415,1842,90,3715,1097,0,0,301,2099,221,50,1932,7483,4677.7095645412
13839,2,23844,3640,273,3385,1967,2016,175,3042,1801,7145,401,3913,19932,1982.0803239582
13847,6,7595,1124,99,3270,576,40,171,148,1573,75,518,1223,6371,4677.7095645412
13854,10,8214,1288,43,3232,638,151,4,713,1407,193,546,1331,6884,7849.0380828743
13862,8,9672,2056,798,3232,822,65,338,56,1406,446,451,2854,6816,6104.8073977911
13870,8,10350,1887,155,3979,925,409,214,156,1784,128,712,2042,8307,6104.8073977911
13888,4,7495,641,236,3232,1189,239,261,199,787,99,611,877,6617,3250.6117312914
13896,1,5118,447,105,1763,1549,30,0,154,414,517,140,552,4567,872.1153425416
13904,6,1348,863,116,0,231,0,0,78,0,60,0,979,369,4439.8599256663
13912,3,9647,2150,102,2925,545,53,0,277,775,2088,731,2252,7394,3567.7445831247
13920,2,4590,270,0,2108,241,49,0,2,1810,109,0,270,4319,2140.6467498748
13938,3,12360,1914,510,3483,600,0,2248,1994,1066,420,126,2424,9937,2933.4788794581
13946,6,20216,1222,1084,3849,1410,100,1508,64,9696,1281,0,2306,17908,5391.2584811662
13953,1,7433,304,471,4666,632,0,0,913,167,230,50,775,6658,872.1153425416
13961,3,5376,616,149,3006,344,110,0,-328,685,230,564,765,4611,2695.6292405831
13979,3,3121,638,157,301,457,128,0,334,137,751,218,795,2326,2695.6292405831
13987,4,43562,5428,2883,6345,11463,1515,1175,880,5976,7051,845,8311,35250,4122.7270738330
13995,2,13877,235,0,5233,2288,154,200,1326,1437,831,2174,235,13643,1982.0803239582
14001,1,4004,1020,154,1500,38,215,200,280,482,115,0,1174,2830,872.1153425416
14019,5,60566,3119,1305,7330,3729,1363,457,7259,14090,5429,16484,4424,56141,4836.2759904579
14027,5,10906,1787,824,4136,1664,50,0,285,851,1114,196,2611,8296,4915.5592034162
14035,5,21349,5808,416,5528,2070,214,371,529,1990,3656,766,6224,15124,4915.5592034162
14043,9,23345,2302,870,5528,5547,1786,180,843,4133,1804,352,3172,20173,7452.6220180827
14050,4,20950,1996,404,4296,2050,813,1833,3934,372,3833,1418,2400,18549,3884.8774349580
14068,2,17918,2873,663,3307,908,317,0,4972,2975,1860,44,3536,14383,2061.3635369165
14076,2,16514,1221,277,4471,885,0,0,883,7619,1159,0,1498,15017,1982.0803239582
14084,2,15688,3156,823,4296,1979,316,251,1786,1398,175,1509,3979,11710,1982.0803239582
14092,6,12210,882,884,4016,1411,58,0,202,2988,1618,150,1766,10443,4915.5592034162
14100,5,20133,3740,857,3514,1876,615,1823,839,2534,3827,509,4597,15537,4439.8599256663
14118,2,5062,65,0,3514,567,0,0,219,251,346,100,65,4997,1982.0803239582
14126,7,6527,844,339,4136,857,0,90,211,0,50,0,1183,5344,6897.6395273744
14134,2,13015,1444,486,4136,1765,333,619,2536,774,542,380,1930,11085,1982.0803239582
14142,1,6580,0,0,4136,1521,120,0,421,191,191,0,0,6580,872.1153425416
14159,4,9322,1045,190,3815,824,124,0,132,2679,512,0,1235,8086,3647.0277960830
14167,6,26900,4184,1142,4243,1103,4670,884,52,8482,483,1657,5326,21574,5946.2409718745
14175,13,16833,3037,135,4036,1243,698,0,261,5207,996,1219,3172,13660,11496.0658789573
14183,9,16014,1174,862,4145,1255,127,690,2008,2666,1745,1342,2036,13978,7769.7548699160
14191,1,8465,759,83,3012,566,175,301,528,656,1633,753,842,7624,1189.2481943749
14209,4,18267,2047,503,4741,1774,1406,2828,602,2241,2088,36,2550,15716,3805.5942219997
14217,3,7855,922,176,4666,988,0,0,425,301,377,0,1098,6757,3171.3285183330
14225,3,10151,1080,411,2142,761,201,200,204,1677,3296,179,1491,8660,2695.6292405831
14233,2,5456,442,38,3023,430,0,130,1004,245,145,0,480,4977,1823.5138980415
14241,9,18456,707,260,6159,2428,100,530,758,4032,3383,100,967,17490,9196.8527031658
14258,7,14774,2434,0,4785,2285,173,789,83,3281,100,844,2434,12340,5311.9752682078
14266,10,21593,2554,939,6491,4516,292,420,823,4514,438,606,3493,18100,8641.8702124575
14274,8,14494,1714,1040,4755,1406,486,2238,263,1946,273,372,2754,11739,7373.3388051243
14282,7,42069,5878,473,6517,2665,3600,2647,704,4966,9518,5100,6351,35717,6421.9402496244
14290,4,36660,1897,823,3176,1216,4082,1099,135,407,23557,268,2720,33940,3884.8774349580
14308,4,28573,6628,4346,4684,3920,2113,215,1183,3099,431,1955,10974,17600,3884.8774349580
14316,7,14428,2083,43,6159,1101,895,217,530,2782,401,218,2126,12303,6897.6395273744
14324,3,14748,2735,1259,3725,1587,3330,0,217,601,1191,104,3994,10755,3250.6117312914
14332,1,4370,1001,425,2192,385,167,200,0,0,0,0,1426,2944,1109.9649814166
14340,5,8851,365,126,2720,746,1903,200,217,244,2026,304,491,8360,3726.3110090413
14357,8,16375,1568,550,3725,1592,150,1231,67,5234,2256,0,2118,14255,8562.5869994992
14365,7,10396,3603,1467,1501,1344,100,270,217,832,366,695,5070,5325,7452.6220180827
14373,6,16776,4471,916,2720,1536,260,1562,147,1629,2129,1406,5387,11389,5629.1081200411
14381,5,30307,5765,488,8288,1515,177,0,523,5245,7888,418,6253,24054,5311.9752682078
14399,5,29863,2406,273,5358,1056,83,0,3500,2617,14570,0,2679,27184,4836.2759904579
14407,3,13591,957,273,5298,911,99,1118,1071,1379,2484,0,1230,12360,3012.7620924164
14415,2,11937,559,539,5298,1668,28,180,467,730,2339,129,1098,10839,1982.0803239582
14423,1,23461,3535,274,7244,1349,346,0,2247,3510,4608,347,3809,19651,1109.9649814166
14431,1,9871,1306,642,3946,954,14,313,458,426,1512,300,1948,7923,872.1153425416
14449,5,16067,3184,375,4976,1064,117,465,24,3038,2267,558,3559,12509,3964.1606479163
14456,1,5624,0,0,4136,859,0,0,312,241,76,0,0,5624,872.1153425416
14464,3,6758,377,587,2513,976,247,250,194,160,1304,151,964,5795,2774.9124535414
14472,4,83784,20288,2675,5587,7181,4223,11129,6074,8449,11900,6277,22963,60820,3805.5942219997
14480,2,7383,1375,195,3003,551,0,0,812,169,1279,0,1570,5814,1982.0803239582
14498,1,4666,568,0,2703,191,0,0,783,1,355,65,568,4098,872.1153425416
14506,4,12893,1667,380,2903,750,1010,201,469,2651,2550,312,2047,10846,3171.3285183330
14514,2,9168,809,337,5176,1070,0,0,831,174,624,147,1146,8022,1982.0803239582
14522,7,11607,1557,1921,3604,2484,0,0,237,1158,451,196,3478,8130,6184.0906107494
14530,2,10728,1816,49,4666,1735,134,0,1237,441,608,43,1865,8864,1823.5138980415
14548,3,17493,4001,1685,4688,1298,281,0,897,2144,1619,880,5686,11807,3012.7620924164
14555,2,14742,2564,751,4715,2113,525,0,435,903,602,2135,3315,11428,1982.0803239582
14563,5,18257,2205,224,7292,1561,804,0,1547,2538,345,1741,2429,15828,3964.1606479163
14571,4,20615,2191,1418,6159,1694,426,1131,983,3215,2381,1018,3609,17007,4202.0102867913
14589,5,12475,1503,122,4008,1613,15,100,602,1917,1897,699,1625,10851,3805.5942219997
14597,1,9085,0,0,8904,1,0,0,50,0,130,0,0,9085,872.1153425416
14605,3,6112,2367,601,120,1332,77,0,98,923,225,370,2968,3145,2695.6292405831
14613,7,53566,3185,349,6219,5852,262,20032,2098,4294,10870,405,3534,50032,7214.7723792077
14621,3,18643,1135,380,5533,1672,974,150,1072,2627,4229,870,1515,17127,2616.3460276248
14639,1,31796,1631,668,4984,951,5291,0,2337,5545,9764,626,2299,29498,872.1153425416
14647,2,34487,3018,624,6155,3200,287,1295,504,4853,13560,992,3642,30846,1982.0803239582
14654,2,21790,3069,0,4651,1636,425,531,194,4315,6970,0,3069,18722,2140.6467498748
14662,5,28950,4433,798,4369,2139,554,601,1865,8503,5395,292,5231,23718,4122.7270738330
14670,6,19860,1824,1064,5759,1683,0,1205,1,3108,5093,122,2888,16971,5946.2409718745
14688,4,13919,2078,1184,4555,810,0,301,708,2435,1537,312,3262,10658,4043.4438608746
14696,5,30306,7037,720,5759,1652,215,0,3549,2094,8837,445,7757,22551,5074.1256293329
14704,2,37979,2508,1287,6437,2399,548,0,1465,446,13656,9234,3795,34185,1982.0803239582
14712,5,35700,2999,560,8163,1438,2583,1114,6644,3451,5636,3111,3559,32140,4677.7095645412
14720,5,35730,6142,329,5959,1930,143,450,6031,8667,5257,822,6471,29259,5232.6920552495
14738,6,27514,2201,217,5560,1534,70,500,318,9031,8081,0,2418,25094,5708.3913329995
14746,5,23559,2839,423,5614,4385,236,0,537,4768,1961,2797,3262,20298,4122.7270738330
14753,4,16448,1606,775,5594,834,0,25,355,5152,2025,82,2381,14067,3250.6117312914
14761,3,10056,1282,163,5422,1075,0,0,453,140,1521,0,1445,8611,3171.3285183330
14779,2,16328,1034,54,5573,1320,1327,150,58,1015,4294,1505,1088,15242,1982.0803239582
14787,5,17640,2914,151,2985,1256,180,1739,671,4788,2147,807,3065,14573,3726.3110090413
14795,2,5182,485,30,3017,530,0,0,214,152,754,0,515,4667,2061.3635369165
14803,2,7822,747,459,2582,861,646,0,554,1072,901,0,1206,6616,1982.0803239582
14811,2,10994,1956,492,3120,455,561,64,1813,1198,342,992,2448,8545,1982.0803239582
14829,4,19094,2803,2123,2210,2590,117,1315,1083,3498,2715,641,4926,14169,3884.8774349580
14837,5,21308,4713,1173,2797,1214,1770,645,809,1493,6201,494,5886,15423,4915.5592034162
14845,2,10654,174,1346,1960,1564,1280,152,134,955,2959,130,1520,9134,1982.0803239582
14852,6,12504,3460,1111,1960,1575,0,0,1444,338,1293,1324,4571,7934,6025.5241848328
14860,2,20497,6243,2835,1646,2642,847,0,258,0,4205,1822,9078,11420,1982.0803239582
14878,1,8374,2040,282,1452,1078,0,0,876,234,2209,204,2322,6053,872.1153425416
14886,4,19830,5997,735,2126,1562,134,0,4811,1312,3154,0,6732,13099,3171.3285183330
14894,5,17884,2466,99,5572,826,185,619,2573,2541,3003,0,2565,15319,4519.1431386246
14902,3,13629,732,1837,3865,2010,158,1119,1347,1162,1400,0,2569,11061,3171.3285183330
14910,3,15501,2476,1032,5046,1717,98,0,466,2860,1806,0,3508,11993,3012.7620924164
14928,3,29524,5451,1864,9002,5610,1468,0,571,1840,3496,221,7315,22208,3171.3285183330
14936,1,12210,2884,112,5387,620,167,0,2248,351,442,0,2996,9215,1109.9649814166
14944,2,16871,2904,301,4618,799,0,2267,1,2107,3589,284,3205,13665,2140.6467498748
14951,1,13364,344,267,5462,2589,125,0,876,1275,611,1816,611,12754,872.1153425416
14969,2,20513,1681,389,9028,2420,60,393,2865,1273,2361,44,2070,18444,1982.0803239582
14977,4,18972,2297,574,10779,1822,0,0,190,2356,786,167,2871,16100,3488.4613701663
14985,2,32208,5585,1939,8375,2823,40,0,2055,1831,7203,2357,7524,24684,1982.0803239582
14993,1,12106,1092,479,5321,91,0,0,4277,764,82,0,1571,10535,872.1153425416
15008,3,7177,359,381,4518,796,127,0,129,547,318,0,740,6435,3012.7620924164
15016,2,18225,1269,594,1891,438,3713,756,173,667,5028,3697,1863,16363,2061.3635369165
15024,3,8389,2600,258,2985,1075,0,25,322,469,552,104,2858,5532,3171.3285183330
15032,2,26195,2865,1406,5768,1606,1007,199,3193,1732,6119,2300,4271,21924,1982.0803239582
15040,5,21140,4638,346,4509,1329,745,659,3066,3297,2216,336,4984,16157,4439.8599256663
15057,2,8029,788,158,3106,1875,196,0,506,662,258,479,946,7082,1982.0803239582
15065,2,14670,4205,669,4309,1079,0,697,989,590,2014,117,4874,9795,1982.0803239582
15073,6,13076,870,563,4194,1515,0,497,275,2495,2668,0,1433,11644,6104.8073977911
15081,2,9121,904,39,5487,1453,495,0,248,204,292,0,943,8179,2061.3635369165
15099,4,22884,4925,481,9111,1815,0,0,256,2409,3211,676,5406,17478,3805.5942219997
15107,1,8974,1498,498,5236,638,0,0,48,279,777,0,1996,6978,1189.2481943749
15115,1,6638,2433,65,2610,620,44,0,127,326,150,262,2498,4139,872.1153425416
15123,3,13163,1537,432,5505,932,491,0,1494,1654,588,529,1969,11193,2616.3460276248
15131,3,22042,3588,408,6355,3169,2098,502,2406,1008,1593,916,3996,18047,2933.4788794581
15149,3,23293,1618,1095,7560,4896,0,250,473,2017,5108,278,2713,20582,2933.4788794581
15156,5,22929,3315,977,4635,1654,64,0,2316,6394,2456,1119,4292,18638,4598.4263515829
15164,4,19314,2362,825,3135,2197,207,0,189,4884,5237,278,3187,16127,4281.2934997496
15172,4,13326,1726,800,2561,3037,151,974,527,2340,954,257,2526,10801,3647.0277960830
15180,5,21995,4034,807,1648,1427,535,300,451,1542,11251,0,4841,17154,4439.8599256663
15198,5,15425,3110,187,1648,2480,2184,442,987,1201,2591,596,3297,12129,4202.0102867913
15206,4,16834,3095,1240,1289,1934,402,683,4732,67,3326,67,4335,12500,3884.8774349580
15214,3,9480,2344,379,1934,882,0,351,71,522,2127,870,2723,6757,3409.1781572080
15222,3,21032,886,1523,1289,2211,0,861,1227,647,11447,942,2409,18624,2695.6292405831
15230,3,8773,609,202,4654,1719,0,0,522,331,736,0,811,7962,2854.1956664997
15248,9,19679,6265,1769,4582,2273,303,597,965,761,841,1323,8034,11645,8641.8702124575
15255,5,7030,1017,227,2724,461,0,0,127,955,857,662,1244,5786,3964.1606479163
15263,5,27771,7607,784,4192,1884,2637,400,454,1590,7038,1184,8391,19379,4598.4263515829
15271,2,8181,1405,983,2649,628,0,87,153,1000,291,986,2388,5794,2061.3635369165
15289,2,22506,4189,995,3406,921,43,0,1256,84,10458,1154,5184,17322,1982.0803239582
15297,3,12589,1325,404,4418,1188,44,0,1378,2203,1631,0,1729,10862,2774.9124535414
15305,1,8805,2722,454,3183,707,318,0,223,765,325,109,3176,5630,872.1153425416
15313,1,11618,538,163,3183,614,40,0,160,0,6920,0,701,10917,1109.9649814166
