misparmb,persons_count,c3_actual,c30_actual,c31_actual,c32_actual,c33_actual,c34_actual,c35_actual,c36_actual,c37_actual,c38_actual,c39_actual,food_actual,nonfood_actual,FoodNorm-active
71027,5,37176,3980,3964,5830,2884,2990,1998,748,9062,5721,0,7944,29233,5470.5416941245
71035,4,12752,1683,366,5296,1098,0,1497,510,863,1189,249,2049,10702,4202.0102867913
71043,5,19400,1247,735,4180,2103,0,906,1120,4962,2576,1571,1982,17418,4122.7270738330
71050,1,7766,1314,288,3183,1100,0,0,1397,339,145,0,1602,6164,1109.9649814166
71068,2,18582,391,846,4219,817,0,300,5404,1554,5051,0,1237,17345,1982.0803239582
71076,1,4209,780,0,928,431,0,0,256,230,1477,108,780,3430,1109.9649814166
71084,1,3396,633,233,123,181,53,100,285,170,1249,369,866,2530,872.1153425416
71092,4,9851,3371,817,0,597,3309,209,166,1089,50,243,4188,5663,2695.6292405831
71100,2,6984,1481,734,2164,431,0,0,591,755,393,434,2215,4768,2140.6467498748
71118,1,1570,710,47,73,89,0,0,0,0,0,651,757,813,1109.9649814166
71126,5,24382,3566,1259,3164,2134,121,1843,1400,4121,5604,1170,4825,19557,4360.5767127079
71134,2,34283,912,772,9114,3496,1736,499,7361,1587,5844,2961,1684,32598,1982.0803239582
71142,4,4266,1745,22,0,742,713,0,1,509,461,74,1767,2500,3726.3110090413
71159,2,12339,1359,844,7017,1124,257,379,193,454,712,0,2203,10136,1982.0803239582
71167,2,17691,2673,154,5520,1219,992,1014,2342,259,3418,100,2827,14864,1982.0803239582
71175,1,17461,399,425,5689,1292,712,347,5933,199,1398,1068,824,16638,872.1153425416
71183,4,37856,3635,896,8802,1897,10092,1213,614,3728,6979,0,4531,33325,3488.4613701663
71191,6,34391,4092,158,8034,3091,83,1349,3887,11188,2261,248,4250,30141,5708.3913329995
71209,2,29193,1003,503,9035,1473,112,0,489,831,14596,1151,1506,27687,1982.0803239582
71217,2,28731,5551,480,8068,1423,370,0,1334,2361,9025,120,6031,22701,1982.0803239582
71225,4,13169,1578,410,4591,2480,122,0,654,1303,1934,97,1988,11181,3884.8774349580
71233,4,12447,1162,98,3996,1186,0,0,0,3774,2231,0,1260,11187,3329.8949442497
71241,5,16639,2822,417,5093,1473,425,359,364,1259,4287,141,3239,13401,4439.8599256663
71258,4,23239,2443,554,5375,1549,1203,1888,1065,2998,3699,2465,2997,20242,3488.4613701663
71266,3,43527,5782,916,6327,5365,491,0,939,15488,8124,95,6698,36829,2933.4788794581
71274,2,19925,1652,1357,7017,8011,114,0,567,396,220,590,3009,16915,1744.2306850832
71282,2,15133,1844,396,4990,544,2731,1117,585,750,1808,368,2240,12893,2140.6467498748
71290,2,25795,1895,17,2597,596,300,598,2,827,17646,1317,1912,23883,1902.7971109998
71308,3,22558,2152,0,5694,3878,60,1020,2764,4023,520,2447,2152,20406,1982.0803239582
71316,4,20648,4233,762,9177,1543,0,0,1566,1153,2213,0,4995,15652,4043.4438608746
71324,3,35271,2278,455,10418,1280,43,0,5099,7920,6759,1019,2733,32538,3171.3285183330
71332,6,9681,1869,594,2320,1239,1232,120,347,646,1314,0,2463,7218,6184.0906107494
71340,4,17235,327,1168,3328,1643,67,499,1939,4876,2956,433,1495,15741,3488.4613701663
71357,5,22443,2272,810,2565,1711,850,1713,1485,2581,7950,508,3082,19363,5391.2584811662
71365,4,8341,2231,187,3880,1154,0,0,266,120,200,304,2418,5924,3805.5942219997
71373,4,10681,2411,694,5425,1345,334,0,0,0,286,186,3105,7576,4122.7270738330
71381,5,23461,6136,1990,1960,994,1863,589,474,3629,2552,3273,8126,15334,4202.0102867913
71399,4,17197,4061,842,1960,925,0,0,640,2984,5786,0,4903,12295,3409.1781572080
71407,1,13361,1811,0,2596,326,0,0,0,672,7737,219,1811,11550,1189.2481943749
71415,5,7214,1171,590,1470,1190,240,779,180,100,1495,0,1761,5454,3884.8774349580
71423,6,20939,2835,1401,1285,2295,880,1129,1087,2442,7300,286,4236,16704,6104.8073977911
71431,6,46946,10429,1867,1470,1168,216,1198,120,1036,24560,4882,12296,34650,4677.7095645412
71449,8,35006,7586,1693,1470,1983,127,1013,6060,2169,8720,4185,9279,25727,8879.7198513325
71456,5,11928,2510,239,1470,1941,366,0,796,629,2021,1957,2749,9180,5391.2584811662
71464,7,16711,3641,1447,1470,1302,0,699,2823,103,3286,1940,5088,11623,7769.7548699160
71472,2,7161,373,431,3649,815,273,65,856,349,140,210,804,6357,1982.0803239582
71480,1,6347,718,299,3096,453,332,0,1032,180,236,0,1017,5329,872.1153425416
71498,1,10506,1358,994,3761,825,266,269,1578,546,772,136,2352,8153,1189.2481943749
71506,4,20206,1824,383,4407,1896,359,180,2927,1123,6832,275,2207,17999,4360.5767127079
71514,2,15365,2524,614,4663,1277,764,0,571,624,4004,325,3138,12228,1982.0803239582
71522,2,7334,108,0,2495,171,160,200,92,1798,2261,50,108,7227,2140.6467498748
71530,2,8780,702,0,2000,80,103,458,400,1931,1273,1832,702,8077,2140.6467498748
71548,2,20356,894,74,4552,2100,0,279,2074,3795,4751,1836,968,19387,1982.0803239582
71555,6,27881,4638,739,5807,1346,1043,240,611,2015,11077,366,5377,22505,5074.1256293329
71563,4,28312,1888,951,5794,4392,0,1386,2044,6460,4933,463,2839,25472,3171.3285183330
71571,2,31622,2218,401,8609,1920,40,0,5128,582,9322,3402,2619,29003,1982.0803239582
71589,4,30406,4282,553,5290,1578,0,1515,2417,6279,8494,0,4835,25573,3884.8774349580
71597,2,14223,3070,133,4990,478,614,889,0,1173,2876,0,3203,11020,1902.7971109998
71605,2,18824,3381,1072,8448,1441,147,0,471,353,476,3035,4453,14371,1982.0803239582
71613,4,25583,2050,87,5024,2222,745,1025,640,4174,9288,328,2137,23446,3647.0277960830
71621,3,5697,334,0,3619,774,0,0,257,90,623,0,334,5363,2933.4788794581
71639,1,4202,330,93,3183,218,0,80,43,123,76,56,423,3779,872.1153425416
71647,1,4258,436,192,1851,368,289,100,588,259,176,0,628,3631,872.1153425416
71654,3,9518,2492,826,3225,729,436,139,966,339,365,0,3318,6199,3171.3285183330
71662,5,23671,5098,928,4062,1155,50,0,621,1738,9950,69,6026,17645,4836.2759904579
71670,2,6834,2081,234,2912,924,8,180,0,0,495,0,2315,4519,1982.0803239582
71688,2,8286,1174,347,4501,575,437,199,1,222,348,482,1521,6765,1902.7971109998
71696,3,10716,539,150,3593,1176,3260,1199,10,533,256,0,689,10027,2537.0628146664
71704,1,4379,666,181,2925,217,0,0,227,90,60,13,847,3532,1109.9649814166
71712,3,9342,1594,386,2925,619,0,0,247,198,2107,1266,1980,7362,3171.3285183330
71720,1,5814,385,441,2925,699,0,0,308,262,794,0,826,4988,872.1153425416
71738,2,7093,490,520,2925,904,101,160,587,462,802,142,1010,6083,1982.0803239582
71746,1,1776,327,116,196,372,0,135,298,258,74,0,443,1333,872.1153425416
71753,1,3609,462,343,1948,330,0,0,268,154,104,0,805,2804,1109.9649814166
71761,3,15372,6216,2170,2251,842,197,180,389,727,1244,1157,8386,6987,3092.0453053747
71779,4,5766,1389,333,369,536,1,0,557,127,754,1700,1722,4044,4122.7270738330
71787,4,12946,2310,492,2511,476,337,159,1488,4583,125,465,2802,10144,3329.8949442497
71795,1,3505,147,59,2498,193,133,0,183,200,92,0,206,3299,872.1153425416
71803,1,9125,260,0,2794,1132,253,400,441,306,2347,1191,260,8864,1109.9649814166
71811,1,3291,87,0,1848,166,0,0,1,1039,150,0,87,3204,1189.2481943749
71829,2,11993,734,214,3175,4798,30,0,684,576,1639,145,948,11047,1744.2306850832
71837,4,40214,5184,913,3295,984,56,632,1563,3253,23843,490,6097,34116,4122.7270738330
71845,2,5576,1004,52,2805,1336,0,0,300,0,80,0,1056,4521,2061.3635369165
71852,1,1477,347,0,0,191,0,0,0,792,147,0,347,1130,1189.2481943749
71860,1,5494,353,9,0,158,0,914,1,1041,2871,147,362,5132,1189.2481943749
71878,2,8199,1888,0,64,317,0,469,9,3102,2351,0,1888,6312,2061.3635369165
71886,4,13072,1820,922,3467,1515,83,686,646,894,652,2387,2742,10330,3884.8774349580
71894,2,16058,2683,651,2864,2405,1214,956,1066,339,1382,2498,3334,12724,2061.3635369165
71902,2,4979,1184,91,0,262,0,0,477,2746,86,133,1275,3704,2140.6467498748
71910,1,3722,298,39,0,52,60,1002,233,1427,543,69,337,3386,1189.2481943749
71928,2,2562,325,0,1848,52,0,0,61,214,56,5,325,2236,2061.3635369165
71936,3,11622,1117,118,4296,446,300,0,671,2387,2179,109,1235,10388,3567.7445831247
71944,2,12199,1177,305,7013,1878,52,0,554,210,1010,0,1482,10717,1982.0803239582
71951,5,13319,0,0,2805,1006,72,797,73,2017,3538,3013,0,13321,3964.1606479163
71969,5,16348,1271,1867,4553,1180,100,2818,1061,2303,896,300,3138,13211,5074.1256293329
71977,4,15069,3204,798,2040,1366,185,100,707,2779,1774,2116,4002,11067,3488.4613701663
71985,2,4652,390,0,2198,474,0,548,1,0,1042,0,390,4263,2140.6467498748
71993,2,24257,1777,484,3266,1575,330,260,2507,1068,6063,6927,2261,21996,1982.0803239582
72009,1,24487,125,279,4217,2267,212,349,1010,1401,13981,646,404,24083,872.1153425416
72017,4,15463,2771,532,4682,1725,286,0,666,2326,1615,862,3303,12162,3726.3110090413
72025,2,12843,2875,240,2997,568,596,0,411,2735,2422,0,3115,9729,2140.6467498748
72033,2,10604,1733,238,2747,755,0,0,119,300,3520,1192,1971,8633,2299.2131757915
72041,1,6559,658,117,2620,415,0,0,1684,537,506,22,775,5784,1109.9649814166
72058,2,10977,586,169,2747,1079,83,0,1994,451,3646,221,755,10221,1744.2306850832
72066,3,26925,3266,476,2805,887,2789,1126,523,3716,11084,253,3742,23183,3171.3285183330
72074,2,14905,2642,859,2611,974,1784,876,840,1560,1939,819,3501,11403,1427.0978332499
72082,6,7903,2808,173,2790,650,200,80,1,828,373,0,2981,4922,5153.4088422912
72090,4,17536,1088,653,3139,1073,295,0,594,4777,5221,696,1741,15795,3171.3285183330
72108,2,31502,5621,521,3821,1905,719,1768,3313,0,2553,11282,6142,25361,1982.0803239582
72116,1,1229,579,79,0,2,0,0,0,0,417,152,658,571,1189.2481943749
72124,1,507,95,0,0,2,7,0,1,340,2,60,95,412,951.3985554999
72132,3,13938,3466,256,0,601,33,1944,406,4951,1887,393,3722,10215,2616.3460276248
72140,4,16616,3647,1038,3256,967,251,671,1161,3408,1759,457,4685,11930,3647.0277960830
72157,2,16699,3924,295,2922,1034,215,179,1117,3107,3475,430,4219,12479,1982.0803239582
72165,3,5017,487,0,2298,423,100,0,1,1112,596,0,487,4530,2299.2131757915
72173,2,21196,1037,54,3154,10785,390,169,2429,1113,1517,547,1091,20104,1664.9474721248
72181,1,12023,1428,441,3079,1603,855,200,1218,503,2271,426,1869,10155,872.1153425416
72199,10,12524,2289,550,5250,634,183,86,736,643,1682,470,2839,9684,8483.3037865409
72207,9,10515,1410,677,2805,1383,853,199,138,1567,960,522,2087,8427,7135.4891662493
72215,3,15936,2158,781,4470,1583,2194,797,102,443,3098,309,2939,12996,3250.6117312914
72223,2,8958,890,162,3079,834,0,431,0,537,2596,429,1052,7906,1982.0803239582
72231,1,8360,1647,305,2310,1415,120,0,537,646,1155,224,1952,6407,872.1153425416
72249,4,15153,2347,669,4198,1618,176,0,936,2564,2210,435,3016,12137,3171.3285183330
72256,5,13514,1868,680,3240,706,138,640,534,2883,1415,1410,2548,10966,4202.0102867913
72264,4,17673,2795,252,3369,1317,377,0,1014,3199,4935,415,3047,14626,3171.3285183330
72272,2,15571,1691,0,5387,1242,2722,208,177,2090,2055,0,1691,13881,2061.3635369165
72280,1,19355,4267,108,5666,1166,520,0,518,3898,2734,478,4375,14980,872.1153425416
72298,1,14210,1197,0,7117,2972,0,250,1608,895,170,0,1197,13012,872.1153425416
72306,2,13060,2863,1131,4923,648,0,100,936,1315,831,313,3994,9066,2378.4963887498
72314,2,13836,813,438,5467,873,0,0,1368,3772,1106,0,1251,12586,1982.0803239582
72322,2,10179,1792,416,5289,500,0,599,198,585,565,233,2208,7969,2140.6467498748
72330,3,11796,560,219,3175,609,183,0,1112,170,5488,281,779,11018,3171.3285183330
72348,3,9909,653,0,3009,962,1415,399,0,2826,645,0,653,9256,2616.3460276248
72355,2,13906,1297,523,3291,914,65,922,620,662,4515,1097,1820,12086,1982.0803239582
72363,1,12755,1220,288,3479,1071,0,0,1585,692,4420,0,1508,11247,1189.2481943749
72371,2,13719,2336,384,2802,751,121,1048,142,779,4245,1111,2720,10999,2140.6467498748
72389,3,5835,760,417,1874,1318,0,0,0,150,1010,306,1177,4658,3012.7620924164
72397,4,16035,1618,528,3055,1254,1456,0,3305,2731,756,1334,2146,13891,3884.8774349580
72405,1,7787,738,0,2888,586,67,1586,774,662,330,157,738,7050,872.1153425416
72413,7,12617,2837,222,4470,1930,465,190,696,1318,280,209,3059,9558,5946.2409718745
72421,5,33266,11351,114,4470,2092,0,0,2299,783,5098,7059,11465,21801,4915.5592034162
72439,6,28345,9133,1415,5425,4787,500,295,1386,2635,1123,1646,10548,17797,5232.6920552495
72447,2,7420,1199,623,3157,310,109,30,230,65,692,1006,1822,5599,2140.6467498748
72454,11,17797,4123,957,1515,2084,99,0,338,5984,1805,891,5080,12716,10386.1008975407
72462,10,42193,2671,369,2346,1382,3577,0,993,7675,22981,200,3040,39154,8641.8702124575
72470,2,14082,3617,434,1767,1302,413,50,377,1605,3950,569,4051,10033,2140.6467498748
72488,5,23330,4990,998,3459,1772,3689,1148,398,805,5163,908,5988,17342,4677.7095645412
72496,2,3107,269,208,1515,665,0,0,237,0,0,212,477,2629,1982.0803239582
72504,4,30823,2945,2632,2356,2761,1727,699,913,153,2498,14140,5577,25247,4519.1431386246
72512,6,29478,3725,650,3370,1430,4619,1748,140,1930,11649,216,4375,25102,4677.7095645412
72520,4,25617,2302,212,3130,838,220,1155,641,3699,12931,489,2514,23103,3805.5942219997
72538,4,20003,2452,48,5266,952,0,619,507,1871,8162,126,2500,17503,3567.7445831247
72546,4,19688,1758,209,4507,2538,150,1748,214,3512,4470,583,1967,17722,4598.4263515829
72553,2,9568,1815,363,3696,866,73,428,330,259,1064,672,2178,7388,2140.6467498748
72561,3,28816,6847,116,8343,1208,0,190,872,4723,3584,2933,6963,21853,2616.3460276248
72579,2,15766,3052,942,3472,1093,73,1039,425,333,5147,190,3994,11772,1982.0803239582
72587,4,12594,2291,728,3472,627,160,0,336,1596,3383,0,3019,9574,4043.4438608746
72595,2,5570,233,466,3472,575,0,0,273,1,106,443,699,4870,1982.0803239582
72603,9,22322,3283,143,1857,6662,2177,299,232,1148,4587,1933,3426,18895,7611.1884439993
72611,4,19601,2108,301,4367,3776,371,130,2173,3826,2486,63,2409,17192,3805.5942219997
72629,6,16166,1739,277,5771,1110,419,1648,488,2388,1873,454,2016,14151,4756.9927774996
72637,2,12982,2239,909,4905,1273,302,65,2132,254,776,127,3148,9834,1982.0803239582
72645,5,21152,6713,2095,3233,2334,0,450,220,2269,2629,1210,8808,12345,4439.8599256663
72652,6,39401,3101,1301,4878,2283,8495,2742,308,6850,7740,1702,4402,34998,5866.9577589161
72660,6,26467,4026,781,4307,3015,3943,1016,1155,6860,1130,233,4807,21659,5232.6920552495
72678,6,14559,3277,514,3268,3235,249,1277,385,505,1782,65,3791,10766,5470.5416941245
72686,6,16464,2035,623,2203,3396,732,1317,1157,1297,2314,1388,2658,13804,5153.4088422912
72694,2,6218,693,786,2449,531,0,0,1405,265,90,0,1479,4740,1982.0803239582
72702,2,11714,695,83,4579,849,0,836,1039,3271,329,33,778,10936,1982.0803239582
72710,2,9310,832,718,3112,918,72,0,1198,306,2153,0,1550,7759,1982.0803239582
72728,3,20047,3371,800,3097,1389,2082,159,1565,3234,1268,3081,4171,15875,2537.0628146664
72736,2,8515,2123,765,2449,915,309,100,604,388,613,249,2888,5627,2061.3635369165
72744,1,8784,636,366,2449,998,11,1264,324,90,2288,358,1002,7782,1109.9649814166
72751,2,21360,510,0,3112,1676,2656,0,698,1104,11587,17,510,20850,1982.0803239582
72769,2,15980,1857,1020,4100,1077,65,1730,754,1305,3972,100,2877,13103,1982.0803239582
72777,4,26343,1788,743,3311,1218,1695,725,563,2506,13577,218,2531,23813,4202.0102867913
72785,2,11363,2160,167,4017,973,242,0,406,1371,1302,726,2327,9037,1664.9474721248
72793,4,12245,1481,286,5211,1111,433,434,281,1462,1546,0,1767,10478,4202.0102867913
72801,3,10901,542,247,3211,1174,106,160,736,788,3937,0,789,10112,2854.1956664997
72819,2,11236,2601,553,4409,1423,0,0,530,726,615,379,3154,8082,1982.0803239582
72827,6,28649,2637,456,5460,2612,1840,200,1153,5781,7731,779,3093,25556,6342.6570366661
72835,5,31719,7465,852,8963,3049,75,130,456,6110,2140,2481,8317,23404,4677.7095645412
72843,3,24708,3010,1344,5328,3027,200,1249,1273,1631,7321,325,4354,20354,3171.3285183330
72850,1,10107,3506,1622,3211,457,524,0,504,225,58,0,5128,4979,872.1153425416
72868,3,7106,0,0,3593,532,1,1004,242,275,793,665,0,7105,2616.3460276248
72876,1,45357,134,68,5004,1522,67,0,200,37937,292,133,202,45155,1189.2481943749
72884,2,6386,832,260,4095,714,0,0,266,0,218,0,1092,5293,1982.0803239582
72892,2,10181,1386,0,5008,1123,0,319,666,436,1243,0,1386,8795,1902.7971109998
72900,3,13387,2002,1061,3693,2098,43,408,392,3208,388,95,3063,10325,2695.6292405831
72918,6,7743,448,67,3409,606,613,0,352,1561,292,394,515,7227,4915.5592034162
72926,6,14338,1961,597,3945,914,45,1033,333,2597,2477,435,2558,11779,4994.8424163745
72934,3,8421,867,225,3148,1201,134,299,70,170,1808,499,1092,7329,2695.6292405831
72942,4,7859,156,0,3321,480,0,669,258,486,2011,478,156,7703,3250.6117312914
72959,6,18311,1956,419,5556,1353,332,518,458,5504,406,1809,2375,15936,5787.6745459578
72967,5,13631,2262,635,3459,1606,395,235,363,2348,675,1654,2897,10735,4043.4438608746
72975,3,20922,3024,325,5637,1595,0,0,460,1592,6985,1304,3349,17573,2537.0628146664
72983,4,16778,1113,91,4136,964,90,0,1402,2041,6256,685,1204,15574,3884.8774349580
72991,2,17858,2730,1478,4612,1592,0,0,1127,2451,3868,0,4208,13650,1982.0803239582
73007,1,3633,904,18,2006,204,0,0,0,227,274,0,922,2711,872.1153425416
73015,3,14827,2398,0,3511,1439,103,478,815,3143,2452,487,2398,12428,2616.3460276248
73023,2,5655,466,232,2595,498,0,289,269,40,1233,34,698,4958,1982.0803239582
73031,1,3982,408,70,2708,317,0,65,320,0,94,0,478,3504,872.1153425416
73049,1,9741,1000,249,2006,523,0,979,1343,1185,804,1652,1249,8492,872.1153425416
73056,3,10749,2012,798,3336,1041,118,94,343,1131,1874,0,2810,7937,2774.9124535414
73064,1,3599,65,89,2372,272,0,0,512,20,269,0,154,3445,1109.9649814166
73072,2,8315,618,257,2595,962,261,239,841,760,1260,523,875,7441,1506.3810462082
73080,1,1589,139,87,397,260,0,150,71,222,263,0,226,1363,872.1153425416
73098,4,15832,2677,237,4965,1755,331,567,1141,3058,862,238,2914,12917,3884.8774349580
73106,5,24226,4315,959,5016,2576,2728,516,820,5532,1090,674,5274,18952,4043.4438608746
73114,6,28187,1834,292,5014,967,64,1472,1026,8912,7514,1093,2126,26062,4519.1431386246
73122,1,5178,76,0,4527,3,20,30,217,0,1,304,76,5102,951.3985554999
73130,1,5540,468,0,4527,2,0,180,1,0,267,95,468,5072,951.3985554999
73148,1,5298,245,22,4527,2,0,500,1,0,1,0,267,5031,951.3985554999
73155,1,5957,399,0,4527,3,0,80,0,855,1,93,399,5559,951.3985554999
73163,1,5904,719,0,4527,2,26,260,287,0,1,82,719,5185,951.3985554999
73171,1,5396,473,0,4527,4,0,100,1,291,1,0,473,4924,951.3985554999
73189,2,17088,3099,793,2654,1516,106,749,2593,3763,1373,442,3892,13196,1982.0803239582
73197,4,21043,3577,1358,3240,1266,873,1798,202,6047,1559,1122,4935,16107,3647.0277960830
73205,3,12706,551,524,3420,1859,67,175,1970,1113,3021,7,1075,11632,2933.4788794581
73213,1,16929,1696,0,2146,755,304,340,1776,6647,3139,126,1696,15233,1109.9649814166
73221,3,13615,864,0,2850,1376,1605,898,630,1031,4049,312,864,12751,2616.3460276248
73239,4,28578,4922,896,2860,1690,108,2947,1507,4121,8271,1256,5818,22760,3409.1781572080
73247,6,7760,747,57,2453,977,87,1144,139,934,846,377,804,6957,5708.3913329995
73254,6,19477,3585,0,7589,1530,362,999,1727,1723,1778,183,3585,15891,5549.8249070828
73262,4,11166,1677,528,2695,1739,1551,0,320,642,1387,627,2205,8961,3567.7445831247
73270,4,10342,2682,469,3175,1250,0,0,440,963,1345,17,3151,7190,3884.8774349580
73288,2,13500,1862,906,3405,1112,338,200,482,402,4100,693,2768,10732,1982.0803239582
73296,2,13136,850,186,6514,1058,63,470,334,906,2712,43,1036,12100,1982.0803239582
73304,3,16159,2252,53,2790,1187,142,762,890,2844,3175,2062,2305,13852,3012.7620924164
73312,3,8803,3407,289,3175,583,116,250,87,0,780,116,3696,5107,3329.8949442497
73320,1,3054,678,191,1828,299,26,0,30,0,1,0,869,2184,872.1153425416
73338,2,9389,1546,0,1996,499,116,80,839,2530,754,1028,1546,7842,2140.6467498748
73346,1,7609,285,0,3415,538,0,131,498,1010,1589,143,285,7324,872.1153425416
73353,2,9924,1692,500,3006,875,1020,86,665,867,1174,39,2192,7732,1982.0803239582
73361,1,3267,403,65,1874,371,0,0,237,170,148,0,468,2800,872.1153425416
73379,3,9512,869,159,1874,414,0,359,4547,243,896,151,1028,8484,2854.1956664997
73387,3,9631,542,0,3175,852,0,0,0,2844,2218,0,542,9089,2616.3460276248
73395,5,29712,3101,161,3175,1497,148,267,299,6992,9883,4189,3262,26450,5549.8249070828
73403,3,16254,3532,2429,3006,1087,1178,561,374,1481,1611,994,5961,10292,2933.4788794581
73411,2,23026,335,0,8013,702,190,150,3393,402,9132,710,335,22692,1982.0803239582
73429,2,7351,769,436,3006,387,33,200,1058,180,1283,0,1205,6147,1982.0803239582
73437,2,15193,2039,465,3416,809,1010,1872,1551,785,1894,1352,2504,12689,1982.0803239582
73445,1,2493,740,0,0,186,0,0,101,288,501,677,740,1753,1189.2481943749
73452,2,10886,1208,458,2198,585,2309,330,3165,128,386,119,1666,9220,1982.0803239582
73460,2,12116,2028,50,2910,1034,568,0,2311,838,2377,0,2078,10038,1982.0803239582
73478,2,26834,269,0,3863,905,435,0,592,18274,2496,0,269,26565,1982.0803239582
73486,4,10225,438,254,3992,1351,0,0,320,1806,2064,0,692,9533,3647.0277960830
73494,1,4990,0,126,3803,286,190,0,273,49,82,182,126,4865,872.1153425416
73502,3,5688,612,33,2465,749,0,529,3,975,321,0,645,5042,3092.0453053747
73510,1,6742,53,0,5449,296,0,0,0,299,645,0,53,6689,872.1153425416
73528,2,20196,5770,286,4491,711,226,1132,467,346,6552,217,6056,14142,2140.6467498748
73536,1,14909,1122,0,2894,445,40,0,658,40,9382,327,1122,13786,951.3985554999
73544,2,26435,526,0,5511,2753,0,1279,1942,638,13787,0,526,25910,1982.0803239582
73551,6,16326,9264,0,1605,399,0,0,253,675,1820,2310,9264,7062,4915.5592034162
73569,6,17122,3358,273,4527,1211,0,0,416,4997,2340,0,3631,13491,5232.6920552495
73577,1,8421,1266,462,3996,1570,0,0,512,371,245,0,1728,6694,1109.9649814166
73585,1,7928,220,589,3649,1018,811,100,59,299,187,996,809,7119,872.1153425416
73593,1,6252,0,0,4407,277,339,220,898,0,111,0,0,6252,1109.9649814166
73601,8,52284,17429,447,5840,1218,3009,511,1624,11994,8750,1461,17876,34407,7294.0555921660
73619,2,19856,2069,1236,7221,1813,93,0,596,999,4983,847,3305,16552,1982.0803239582
73627,3,13763,2697,252,3711,1540,358,0,572,2484,1933,216,2949,10814,2616.3460276248
73635,4,10072,420,425,3649,835,807,0,1871,1337,728,0,845,9227,4043.4438608746
73643,1,31487,1935,868,4517,1625,163,3237,8076,8901,1554,613,2803,28686,872.1153425416
73650,4,20519,3004,1172,4391,2817,1672,170,1405,3810,1093,985,4176,16343,3171.3285183330
73668,9,30091,3699,968,6308,4777,367,1393,2006,5207,5189,176,4667,25423,8641.8702124575
73676,5,32917,3159,700,5899,1649,366,1108,1408,3543,15006,78,3859,29057,4122.7270738330
73684,6,34753,1717,0,5974,3553,1740,1741,795,7970,11262,0,1717,33035,4915.5592034162
73692,2,5562,638,978,3194,318,0,0,65,180,190,0,1616,3947,1982.0803239582
73700,4,9614,2066,283,3493,377,200,0,546,1448,654,546,2349,7264,3329.8949442497
73718,3,27082,1407,994,5255,2096,3260,0,2980,741,10349,0,2401,24681,2854.1956664997
73726,2,29652,3024,340,4291,981,5614,499,547,3470,8183,2704,3364,26289,2140.6467498748
73734,4,12058,742,141,4219,1070,101,1865,132,3285,503,0,883,11175,3726.3110090413
73742,2,6318,0,0,4279,917,344,90,1,0,43,644,0,6318,2140.6467498748
73759,3,7214,1289,28,2695,1163,116,979,275,287,89,292,1317,5896,2933.4788794581
73767,4,20351,3328,684,4291,1414,0,574,2678,1455,5648,279,4012,16339,4122.7270738330
73775,2,18252,1831,646,4886,2302,571,449,4038,435,2875,218,2477,15774,1982.0803239582
73783,3,13743,392,0,6564,1667,263,151,599,1360,2748,0,392,13352,3171.3285183330
73791,2,32102,1816,892,6497,3123,256,998,2134,2649,12463,1274,2708,29394,1982.0803239582
73809,2,14047,890,189,5187,7359,0,0,2,188,176,56,1079,12968,1744.2306850832
73817,2,13247,2384,758,5065,1566,251,0,280,1071,1511,360,3142,10104,1902.7971109998
73825,1,9252,451,365,4225,1834,0,0,633,290,1454,0,816,8436,1109.9649814166
73833,5,90386,6128,109,10612,13633,188,698,396,3380,19043,36198,6237,84148,4122.7270738330
73841,4,18459,2210,624,5263,3286,333,250,707,1048,4409,329,2834,15625,4202.0102867913
73858,3,15890,3566,0,4614,924,432,250,2414,744,1451,1496,3566,12325,2854.1956664997
73866,1,3700,217,275,1843,522,305,0,69,0,470,0,492,3209,1109.9649814166
73874,3,7362,906,499,2320,567,123,0,166,130,2347,304,1405,5957,2695.6292405831
73882,3,7660,2153,503,2826,874,0,219,294,0,417,373,2656,5003,3171.3285183330
73890,5,15149,5769,874,2565,1295,0,0,140,461,2063,1982,6643,8506,4836.2759904579
73908,6,7341,650,460,1527,1161,0,2228,23,200,1050,43,1110,6232,5787.6745459578
73916,5,17568,4282,1051,1470,2782,1068,460,2851,672,2137,797,5333,12237,5549.8249070828
73924,2,3812,442,206,1470,934,13,40,153,0,553,0,648,3163,1982.0803239582
73932,6,49086,21722,0,2614,8893,5992,1548,465,6226,629,997,21722,27364,5391.2584811662
73940,6,24385,6742,327,2723,2755,2493,998,188,2395,4717,1048,7069,17317,4994.8424163745
73957,4,21218,3966,811,2723,4437,3106,599,769,1860,2901,48,4777,16443,3884.8774349580
73965,2,7414,827,321,2320,976,0,0,222,0,2539,210,1148,6267,1982.0803239582
73973,5,8746,2563,734,1960,1042,117,85,0,741,746,759,3297,5450,4915.5592034162
73981,8,25791,4259,538,1960,4293,199,419,110,986,13028,0,4797,20995,7769.7548699160
73999,3,7452,1878,44,2196,721,654,200,1040,500,220,0,1922,5531,2695.6292405831
74005,7,10918,2759,580,2196,785,0,649,351,1310,1178,1111,3339,7580,7373.3388051243
74013,5,27074,2800,1128,7766,3953,466,0,551,1051,9360,0,3928,23147,4598.4263515829
74021,4,35796,3827,467,6015,3692,306,1297,1713,4640,13643,196,4294,31502,3567.7445831247
74039,4,16480,2307,568,0,539,600,1195,236,2998,7161,877,2875,13606,3250.6117312914
74047,1,13521,2064,537,6099,1530,1077,0,507,552,519,635,2601,10919,872.1153425416
