Family Composition,Is Sedentary,ZL,ZU,Mean Expenditures,Median Expenditures,Mean Food Expenditures,Median Food Expenditures,Food Expense Ratio (%),Food Norm,Poverty Rate (%),Poverty Gap,Poverty Severity,Count
"Active: 5-9:1.0M, 10-14:1.0M, 18-29:1.0M+2.0F, 30-49:1.0M+1.0F",False,2322.2131516599998,32164.3040777,6976.92,6976.92,10698.0,10698.0,153.3341359797733,2219.93,0.0,0,0,1
"Active: 15-17:1.0F, 18-29:1.0M+2.0F, 50+:1.0M+1.0F",False,5796.66523656,27893.7207289,6025.52,6025.52,4178.0,4178.0,69.33841394601627,3964.16,0.0,0,0,1
"Active: 0-4:2.0F, 5-9:1.0M+1.0F, 10-14:1.0M+1.0F, 15-17:1.0F, 18-29:1.0F, 30-49:1.0M+1.0F",False,1711.1492475000005,38742.452713800005,8483.3,8483.3,2885.0,2885.0,34.007992172857264,2457.78,0.0,0,0,1
"Active: 5-9:1.0M, 15-17:1.0M+1.0F, 18-29:2.0M, 30-49:1.0M+1.0F",False,7600.341599719999,30165.9729697,7452.62,7452.62,4857.0,4857.0,65.17171142497537,4836.28,0.0,0,0,1
"Active: 5-9:1.0F, 10-14:1.0F, 15-17:1.0F, 18-29:1.0F, 30-49:1.0F",False,7768.496156199999,22580.8863089,4360.58,4360.58,6947.0,6947.0,159.31366928252663,4836.28,0.0,0,0,1
"Active: 0-4:1.0M+1.0F, 5-9:1.0M, 10-14:1.0M, 15-17:1.0F, 30-49:1.0M+1.0F",False,2978.5030741399996,28252.5563052,5946.24,5946.24,2695.0,2695.0,45.32275858357551,2616.35,0.0,0,0,1
"Active: 5-9:1.0M+1.0F, 10-14:1.0F, 30-49:1.0F",False,2706.4725530000005,17700.4833081,3250.61,3250.61,5624.0,5624.0,173.01368050919672,2140.65,0.0,0,0,1
"Active: 10-14:1.0M+1.0F, 18-29:1.0M, 30-49:1.0M+1.0F",False,1515.5392209600002,22472.2160897,5153.41,5153.41,1565.0,1565.0,30.368241610894536,1506.38,0.0,0,0,1
"Active: 10-14:2.0M, 15-17:1.0F, 30-49:1.0M+1.0F",False,1361.3054793000003,23242.143359399997,5074.13,5074.13,3348.0,3348.0,65.9817545076693,1506.38,0.0,0,0,1
"Active: 5-9:1.0M, 10-14:2.0M+1.0F, 15-17:1.0F, 18-29:2.0M+3.0F, 50+:1.0M+1.0F",False,-180.10965708000003,48561.673676800005,11892.48,11892.48,7162.0,7162.0,60.22293079324077,1506.38,0.0,0,0,1
"Active: 0-4:1.0M+1.0F, 5-9:2.0F, 18-29:1.0F, 30-49:1.0M",False,3805.86803484,20759.4801534,4677.71,4677.71,3945.0,3945.0,84.33613883716605,2616.35,0.0,0,0,1
"Active: 0-4:3.0M+1.0F, 5-9:1.0M+2.0F, 30-49:1.0M+1.0F",False,2401.54368882,29256.9783092,6501.22,6501.22,11203.0,11203.0,172.32150273333312,2378.5,0.0,0,0,1
"Active: 0-4:1.0M+1.0F, 5-9:2.0M, 10-14:2.0F, 30-49:1.0M+1.0F",False,2254.8806496400002,30560.0190344,6501.22,6501.22,3529.0,3529.0,54.28211935605932,2378.5,0.0,0,0,1
"Active: 0-4:1.0M, 5-9:1.0M, 10-14:1.0F, 15-17:1.0M, 18-29:1.0M, 30-49:1.0M+1.0F",False,3996.616138900001,27218.1238493,6739.07,6739.07,4548.0,4548.0,67.48705681941277,3012.76,0.0,0,0,1
"Active: 5-9:3.0M, 10-14:1.0M+1.0F, 30-49:1.0M+1.0F",False,4467.4532794,30025.8263096,6342.66,6342.66,3844.0,3844.0,60.60548728766795,3329.89,0.0,0,0,1
"Active: 10-14:1.0F, 15-17:2.0M, 18-29:1.0F, 30-49:1.0M+1.0F",False,4272.939685200001,25036.563928000003,6421.94,6421.94,3415.0,3415.0,53.177077331772026,3250.61,0.0,0,0,1
"Active: 0-4:3.0M+1.0F, 5-9:3.0M+1.0F, 10-14:3.0F, 15-17:1.0M+1.0F, 18-29:2.0M+2.0F, 30-49:3.0M+2.0F, 50+:1.0M",False,-1031.3832232599998,83063.5799503,20851.49,20851.49,4659.0,4659.0,22.343726995049273,2537.06,0.0,0,0,1
"Active: 18-29:4.0M, 50+:1.0M+1.0F",False,3799.89909824,25400.001934400003,6739.07,6739.07,3102.0,3102.0,46.03009020532507,2616.35,0.0,0,0,1
"Active: 5-9:1.0M+1.0F, 18-29:1.0F, 30-49:1.0M",False,6102.832678499999,17750.533994600002,3647.03,3647.03,3835.0,3835.0,105.15405686270746,3567.74,0.0,0,0,1
"Active: 0-4:1.0F, 5-9:1.0M, 30-49:1.0F",False,1743.0111035,15095.0916034,2219.93,2219.93,8969.0,8969.0,404.02174843350923,1664.95,0.0,0,0,1
"Active: 0-4:1.0F, 5-9:1.0M+2.0F, 10-14:1.0F, 30-49:1.0M+1.0F",False,736.8156000000004,26820.5851777,5708.39,5708.39,2140.0,2140.0,37.48867894450099,1506.38,0.0,0,0,1
"Active: 0-4:1.0F, 5-9:3.0F, 30-49:1.0M+1.0F",False,397.0982658999999,22547.0484839,4756.99,4756.99,2815.0,2815.0,59.17607562765531,1189.25,0.0,0,0,1
"Active: 15-17:1.0M+1.0F, 18-29:3.0M+1.0F, 30-49:1.0M+1.0F",False,845.4298920800002,34438.7795498,8800.44,8800.44,5611.0,5611.0,63.758175727577246,1506.38,0.0,0,0,1
"Active: 0-4:2.0M+2.0F, 5-9:2.0M, 30-49:1.0M+1.0F",False,-663.34518072,29146.8035504,5866.96,5866.96,4955.0,4955.0,84.45600447250364,951.4,0.0,0,0,1
"Active: 10-14:1.0F, 50+:2.0F",False,126.19701970000006,15409.7662345,2616.35,2616.35,3446.0,3446.0,131.71020696772223,872.12,0.0,0,0,1
"Active: 15-17:1.0F, 18-29:1.0F, 30-49:1.0F, 50+:1.0M",False,4398.1358425,20931.519623300002,3884.88,3884.88,5779.0,5779.0,148.7562035378184,3171.33,0.0,0,0,1
"Active: 0-4:1.0M, 10-14:1.0M, 15-17:1.0M, 18-29:1.0M, 30-49:1.0M+1.0F",False,4644.2388873,23693.061531699997,6104.81,6104.81,3618.0,3618.0,59.2647437020972,3171.33,0.0,0,0,1
"Active: 10-14:1.0M, 15-17:1.0F, 18-29:1.0M, 50+:1.0M+1.0F",False,220.87045246000002,22051.356756499998,5153.41,5153.41,2432.0,2432.0,47.192053417057835,951.4,0.0,0,0,1
"Active: 0-4:1.0M+1.0F, 5-9:1.0M+2.0F, 10-14:1.0M+2.0F, 15-17:1.0M+1.0F, 30-49:1.0M+1.0F",False,-141.4294156599999,41015.6255059,10386.1,10386.1,2709.0,2709.0,26.08293777259992,1585.66,0.0,0,0,1
"Active: 10-14:1.0M+1.0F, 15-17:1.0M+2.0F, 30-49:1.0M+1.0F",False,4324.1214672999995,29537.0700173,7135.49,7135.49,3661.0,3661.0,51.306917955178974,3329.89,0.0,0,0,1
"Active: 10-14:1.0F, 30-49:1.0M, 50+:1.0M+1.0F",False,1446.1473621000002,18466.3732191,4043.44,4043.44,4701.0,4701.0,116.26239043982352,1506.38,0.0,0,0,1
"Active: 15-17:1.0M, 18-29:1.0F, 30-49:1.0M+1.0F, 50+:1.0F",False,689.5692276000004,24504.003328600003,5153.41,5153.41,7491.0,7491.0,145.3600625605182,1506.38,0.0,0,0,1
"Active: 10-14:1.0F, 30-49:1.0F, 50+:2.0M+1.0F",False,3264.3899141,23531.0088988,4836.28,4836.28,3455.0,3455.0,71.43920533964122,2933.48,0.0,0,0,1
"Active: 0-4:1.0M, 5-9:2.0M, 10-14:1.0M, 30-49:1.0M+1.0F",False,-560.87633916,25218.1867787,5232.69,5232.69,5790.0,5790.0,110.65054493960088,634.27,0.0,0,0,1
"Active: 0-4:1.0M, 5-9:1.0M+1.0F, 10-14:3.0M, 15-17:1.0M, 30-49:1.0M+1.0F",False,2285.10782834,32306.1019258,8483.3,8483.3,4921.0,4921.0,58.00808647578184,2299.21,0.0,0,0,1
"Active: 5-9:1.0F, 10-14:2.0F, 18-29:1.0M, 30-49:1.0M+1.0F",False,2857.02531206,24622.3078257,5708.39,5708.39,4582.0,4582.0,80.26781631948762,2299.21,0.0,0,0,1
"Active: 0-4:1.0M+1.0F, 5-9:1.0M+1.0F, 10-14:1.0F, 18-29:1.0F, 30-49:1.0M",False,181.42536894,25033.0168472,5629.11,5629.11,2562.0,2562.0,45.513411533972516,951.4,0.0,0,0,1
"Active: 10-14:1.0M+1.0F, 15-17:1.0F, 18-29:1.0M, 30-49:1.0M+1.0F",False,907.6050706599999,26588.3817903,6104.81,6104.81,2261.0,2261.0,37.03636968226693,1347.81,0.0,0,0,1
"Active: 10-14:2.0M, 15-17:2.0F, 30-49:1.0F",False,905.6270832999999,23156.2267679,4836.28,4836.28,5733.0,5733.0,118.541523650409,1347.81,0.0,0,0,1
"Active: 0-4:1.0M+1.0F, 5-9:1.0M, 15-17:1.0F, 18-29:1.0M+1.0F, 50+:1.0M+1.0F",False,3768.9539999,31513.4001691,6976.92,6976.92,3605.0,3605.0,51.67036457347941,3171.33,0.0,0,0,1
"Active: 30-49:2.0F, 50+:1.0M",False,872.8279394000001,18068.8194161,2854.2,2854.2,3387.0,3387.0,118.66722724406141,1506.38,0.0,0,0,1
"Active: 10-14:1.0M, 15-17:1.0M, 18-29:2.0F, 30-49:1.0M+1.0F",False,5645.8554994999995,27309.433437500003,6263.37,6263.37,4693.0,4693.0,74.92771463285739,3884.88,0.0,0,0,1
"Active: 0-4:1.0F, 5-9:1.0M+1.0F, 10-14:3.0F, 30-49:1.0M+1.0F",False,5241.6309086,30305.294817100003,6739.07,6739.07,4391.0,4391.0,65.15735850792468,3884.88,0.0,0,0,1
"Active: 0-4:1.0M, 5-9:2.0F, 18-29:1.0F, 30-49:1.0M",False,4031.8662721399996,18153.883160899997,4122.73,4122.73,4394.0,4394.0,106.57986334297907,2537.06,0.0,0,0,1
"Active: 10-14:1.0F, 50+:1.0M",False,2373.6263146,9557.1936079,1982.08,1982.08,2477.0,2477.0,124.9697287697772,1585.66,0.0,0,0,1
"Active: 10-14:2.0F, 30-49:1.0F, 50+:1.0F",False,1027.9102907000001,19306.3309878,3488.46,3488.46,2997.0,2997.0,85.91183502175745,1506.38,0.0,0,0,1
"Active: 5-9:1.0F, 15-17:1.0F, 30-49:1.0F, 50+:1.0M",False,1192.9869285000002,18792.3117415,3647.03,3647.03,2093.0,2093.0,57.38916323693526,1506.38,0.0,0,0,1
"Active: 5-9:1.0M, 10-14:2.0M, 15-17:1.0F, 30-49:1.0M+1.0F",False,2379.2536784000004,26929.536526000004,5866.96,5866.96,2621.0,2621.0,44.67390266850294,2140.65,0.0,0,0,1
"Active: 5-9:1.0M, 10-14:1.0M+2.0F, 30-49:1.0M+1.0F",False,1430.5230548000002,25549.606088599998,5629.11,5629.11,5674.0,5674.0,100.79746176571429,1664.95,0.0,0,0,1
"Active: 15-17:1.0F, 18-29:1.0F, 50+:1.0M",False,1050.6319433,15226.4236631,3012.76,3012.76,1672.0,1672.0,55.497284881636766,1109.96,0.0,0,0,1
"Active: 5-9:1.0F, 10-14:3.0F, 30-49:1.0F",False,4601.9567011,19810.2223659,4202.01,4202.01,6498.0,6498.0,154.64027929490888,3171.33,0.0,0,0,1
"Active: 10-14:1.0M, 15-17:1.0M+1.0F, 18-29:3.0M+1.0F, 30-49:1.0F, 50+:1.0M",False,1724.9056659800003,36859.2162305,9751.84,9751.84,2410.0,2410.0,24.71328487752055,2140.65,0.0,0,0,1
"Active: 5-9:2.0F, 30-49:1.0F",False,2049.6152189000004,13426.9466143,2299.21,2299.21,2021.0,2021.0,87.8997568730129,1664.95,0.0,0,0,1
"Active: 10-14:1.0M, 15-17:1.0F, 50+:1.0M+1.0F",False,1387.4999136000004,18542.787476600002,3964.16,3964.16,2674.0,2674.0,67.45439134646432,1506.38,0.0,0,0,1
"Active: 0-4:1.0M, 30-49:1.0M+1.0F, 50+:1.0F",False,5477.50694334,19489.600803400004,3488.46,3488.46,7860.0,7860.0,225.31432207908358,3647.03,0.0,0,0,1
"Active: 5-9:1.0M, 10-14:1.0M, 15-17:1.0F, 30-49:1.0M",False,6295.5926581,18163.5436046,3964.16,3964.16,6263.0,6263.0,157.9905957378108,3647.03,0.0,0,0,1
"Active: 0-4:1.0M+3.0F, 30-49:1.0M+1.0F",False,6684.655429640001,22599.294461800004,4281.29,4281.29,4849.0,4849.0,113.26025567060395,4519.14,0.0,0,0,1
"Active: 10-14:2.0F, 15-17:1.0M, 30-49:1.0F, 50+:1.0M",False,2186.6174732,20501.947486600002,4994.84,4994.84,4294.0,4294.0,85.96871971874974,2140.65,0.0,0,0,1
"Active: 0-4:1.0F, 5-9:2.0F, 10-14:1.0M+1.0F, 15-17:1.0F, 30-49:1.0M+1.0F",False,568.2703717000004,30310.254672900002,6897.64,6897.64,2314.0,2314.0,33.54770617196606,1506.38,0.0,0,0,1
"Active: 5-9:1.0F, 10-14:1.0F, 18-29:1.0F, 30-49:1.0F, 50+:1.0M",False,827.9532049999998,22026.342619900002,4519.14,4519.14,2683.0,2683.0,59.369703085100255,1427.1,0.0,0,0,1
"Active: 0-4:2.0F, 10-14:2.0M+1.0F, 15-17:1.0F, 30-49:1.0M+1.0F",False,383.9151783000002,31351.903456599997,7056.21,7056.21,7541.0,7541.0,106.87040209971074,1506.38,0.0,0,0,1
"Active: 15-17:1.0M, 18-29:1.0F, 30-49:1.0F, 50+:1.0M",False,4058.2710786000007,19156.445729,4202.01,4202.01,4599.0,4599.0,109.44762149542717,3012.76,0.0,0,0,1
"Active: 0-4:1.0M, 5-9:2.0M, 10-14:2.0M, 15-17:1.0M, 30-49:1.0M+1.0F",False,8669.80186774,30620.1755462,7531.91,7531.91,6524.0,6524.0,86.6181353733648,5470.54,0.0,0,0,1
"Active: 15-17:1.0M, 18-29:1.0M+1.0F, 30-49:1.0M+1.0F",False,2359.52296466,23305.475289399998,5470.54,5470.54,2502.0,2502.0,45.73588713362849,2061.36,0.0,0,0,1
"Active: 10-14:1.0M, 15-17:1.0F, 30-49:1.0M+1.0F, 50+:1.0M+1.0F",False,1569.9680585,28449.965728900002,6025.52,6025.52,3272.0,3272.0,54.30236726456803,2061.36,0.0,0,0,1
"Active: 0-4:1.0M, 5-9:1.0F, 10-14:4.0M, 15-17:1.0M, 18-29:1.0M+2.0F, 30-49:2.0F, 50+:1.0M",False,-848.9982535999998,49156.071613600005,12606.03,12606.03,2055.0,2055.0,16.301722271008398,1506.38,0.0,0,0,1
"Active: 0-4:1.0M, 18-29:1.0M+1.0F, 50+:1.0F",False,6376.4152899,17542.6222978,3567.74,3567.74,5541.0,5541.0,155.30840251812072,3805.59,0.0,0,0,1
"Active: 18-29:1.0M+3.0F, 50+:1.0F",False,4467.18244096,24667.563483500002,4915.56,4915.56,9436.0,9436.0,191.9618517523944,3092.05,0.0,0,0,1
"Active: 5-9:1.0F, 10-14:1.0M, 30-49:1.0M+1.0F, 50+:1.0F",False,2743.7363489,23084.600601700004,4677.71,4677.71,4679.0,4679.0,100.02757759673003,2378.5,0.0,0,0,1
"Active: 0-4:1.0M+1.0F, 5-9:1.0M+1.0F, 10-14:1.0M+1.0F, 15-17:1.0F, 30-49:1.0M+1.0F",False,703.1862863400002,33463.5450024,7531.91,7531.91,3987.0,3987.0,52.93478015536564,1664.95,0.0,0,0,1
"Active: 15-17:2.0M, 18-29:1.0M, 50+:1.0F",False,1535.9067547600002,15994.8556957,4598.43,4598.43,2804.0,2804.0,60.9773335681961,1506.38,0.0,0,0,1
"Active: 0-4:1.0M, 10-14:1.0M, 15-17:1.0M, 18-29:1.0F, 30-49:1.0M+1.0F",False,1081.9743010400002,24636.122718600003,5866.96,5866.96,6187.0,6187.0,105.45495452500103,1506.38,0.0,0,0,1
"Active: 5-9:1.0M, 10-14:1.0M, 15-17:1.0M, 18-29:2.0M+3.0F, 50+:1.0M+1.0F",False,2036.5422843200004,40827.1367091,10306.82,10306.82,3193.0,3193.0,30.979487368557905,2457.78,0.0,0,0,1
"Active: 0-4:1.0M, 5-9:1.0M+3.0F, 10-14:2.0M, 15-17:2.0M, 30-49:1.0M+1.0F",False,-1558.5141297599998,36211.1419409,10148.25,10148.25,3571.0,3571.0,35.1883329638115,634.27,0.0,0,0,1
"Active: 18-29:1.0M, 50+:1.0M+2.0F",False,1133.3042834600003,19581.391413800004,4043.44,4043.44,6485.0,6485.0,160.38323803494055,1506.38,0.0,0,0,1
"Active: 5-9:2.0M, 10-14:1.0M, 15-17:1.0M, 18-29:1.0F, 30-49:1.0M+1.0F",False,2579.5059451000006,30232.5893039,6897.64,6897.64,3668.0,3668.0,53.17760857336712,2457.78,0.0,0,0,1
"Active: 0-4:1.0M+1.0F, 5-9:2.0M+1.0F, 10-14:2.0F, 30-49:1.0M+1.0F",False,2249.1576882400004,32872.4416194,7214.77,7214.77,3618.0,3618.0,50.147128737298615,2457.78,0.0,0,0,1
"Active: 5-9:1.0F, 10-14:1.0M+1.0F, 18-29:1.0M, 30-49:1.0F, 50+:1.0M",False,4737.554912359999,24144.178394200004,5787.67,5787.67,9748.0,9748.0,168.42701812646538,3329.89,0.0,0,0,1
"Active: 5-9:1.0M, 10-14:1.0F, 50+:1.0F",False,1760.7884170000002,14390.062082,2537.06,2537.06,5122.0,5122.0,201.88722379447074,1506.38,0.0,0,0,1
"Active: 5-9:2.0M, 10-14:1.0M+2.0F, 15-17:1.0F, 30-49:1.0M+1.0F",False,-1013.6628964000001,33353.1649558,7373.34,7373.34,2718.0,2718.0,36.862534482337715,713.55,0.0,0,0,1
"Active: 10-14:1.0F, 15-17:1.0F, 30-49:1.0M, 50+:1.0M+1.0F",False,2741.0132118,22582.538919699997,4994.84,4994.84,4104.0,4104.0,82.16479406747763,2299.21,0.0,0,0,1
"Active: 0-4:1.0M, 10-14:1.0F, 15-17:1.0M, 18-29:1.0M, 30-49:1.0M+1.0F",False,4881.4679398,23530.7306827,5946.24,5946.24,5708.0,5708.0,95.99343450651168,3329.89,0.0,0,0,1
"Active: 18-29:2.0M, 30-49:3.0F, 50+:1.0M+1.0F",False,3014.6097181199993,35498.1512552,6976.92,6976.92,3438.0,3438.0,49.27675822569271,3329.89,0.0,0,0,1
"Active: 10-14:2.0M, 15-17:1.0F, 30-49:1.0F, 50+:1.0M",False,3954.7841321,22601.6830789,4994.84,4994.84,5144.0,5144.0,102.98628184286183,2933.48,0.0,0,0,1
"Active: 5-9:2.0M, 30-49:1.0M, 50+:1.0M",False,3196.9607848999995,18235.496121,3884.88,3884.88,3112.0,3112.0,80.10543440209221,2219.93,0.0,0,0,1
"Active: 18-29:2.0F, 50+:1.0M",False,4857.992046200001,15561.888429300001,3012.76,3012.76,5543.0,5543.0,183.98412087255537,3012.76,0.0,0,0,1
"Active: 5-9:2.0M, 18-29:1.0M+2.0F, 30-49:1.0M+1.0F",False,4737.02422966,32790.8002831,6739.07,6739.07,4328.0,4328.0,64.22251141477979,3488.46,0.0,0,0,1
"Active: 0-4:1.0F, 5-9:2.0M+1.0F, 30-49:1.0M+1.0F",False,-885.4794131000003,25296.989647100003,4915.56,4915.56,1743.0,1743.0,35.45882869906989,634.27,0.0,0,0,1
"Active: 5-9:1.0M+1.0F, 10-14:1.0F, 30-49:1.0M+1.0F, 50+:1.0F",False,669.0136005000004,26609.662919299997,5311.98,5311.98,5826.0,5826.0,109.67661775835,1506.38,0.0,0,0,1
"Active: 15-17:1.0F, 18-29:3.0F, 50+:1.0M+1.0F",False,648.7406503000002,28836.7819158,5787.67,5787.67,2194.0,2194.0,37.90817375558731,1506.38,0.0,0,0,1
"Active: 0-4:2.0M, 5-9:1.0M+1.0F, 10-14:2.0F, 15-17:1.0F, 18-29:1.0M+1.0F, 30-49:1.0M+1.0F",False,883.3748217399998,40434.1366555,9513.99,9513.99,4517.0,4517.0,47.47745162649951,1823.51,0.0,0,0,1
"Active: 5-9:1.0F, 10-14:1.0F, 30-49:1.0F",False,3749.8843539,14013.0901415,2457.78,2457.78,8824.0,8824.0,359.0231835233422,2537.06,0.0,0,0,1
"Active: 0-4:2.0M, 5-9:2.0M+1.0F, 18-29:1.0M+1.0F",False,2267.5366790400003,24301.0536448,5549.82,5549.82,2777.0,2777.0,50.037658879026715,1823.51,0.0,0,0,1
"Active: 0-4:1.0M+1.0F, 5-9:2.0M+1.0F, 10-14:1.0M, 30-49:1.0M+1.0F",False,634.4824621400003,30136.206356199997,6501.22,6501.22,6243.0,6243.0,96.0281301048111,1506.38,0.0,0,0,1
"Active: 0-4:1.0M, 5-9:1.0M, 10-14:2.0F, 15-17:1.0F, 30-49:1.0M+1.0F",False,3550.6565375399996,28383.1945759,6104.81,6104.81,2878.0,2878.0,47.14315433240346,2854.2,0.0,0,0,1
"Active: 0-4:1.0M, 5-9:1.0M+1.0F, 10-14:1.0M+1.0F, 15-17:1.0F, 18-29:2.0F, 30-49:1.0M+1.0F",False,3998.1564288399995,39761.2089435,8879.72,8879.72,6346.0,6346.0,71.46621740325146,3409.18,0.0,0,0,1
"Active: 0-4:1.0M, 30-49:1.0M+1.0F, 50+:1.0M",False,1717.03304004,18344.1254959,3726.31,3726.31,1919.0,1919.0,51.49866758267563,1664.95,0.0,0,0,1
"Active: 0-4:2.0M, 5-9:2.0M, 10-14:1.0M+2.0F, 15-17:1.0F, 30-49:1.0M+1.0F",False,855.8666118800002,36909.8044516,8483.3,8483.3,1934.0,1934.0,22.797732014664106,1744.23,0.0,0,0,1
"Active: 0-4:1.0F, 5-9:1.0M, 10-14:1.0M, 30-49:1.0M+1.0F, 50+:1.0F",False,845.7492721000003,27065.168175799998,5311.98,5311.98,4065.0,4065.0,76.52513751934308,1664.95,0.0,0,0,1
"Active: 0-4:1.0M+2.0F, 5-9:1.0M+2.0F, 10-14:3.0F, 30-49:1.0F, 50+:1.0M",False,-420.8668831599998,36361.173862,8483.3,8483.3,1809.0,1809.0,21.32424881826648,1506.38,0.0,0,0,1
"Active: 18-29:3.0M, 30-49:1.0F, 50+:1.0M",False,2588.0156567800004,22889.4312956,5549.82,5549.82,7639.0,7639.0,137.64410377273498,2061.36,0.0,0,0,1
"Active: 10-14:1.0M, 15-17:1.0F, 18-29:1.0M+1.0F, 30-49:1.0M+1.0F",False,1143.9448496600003,28141.4461449,6184.09,6184.09,6029.0,6029.0,97.4921128250074,1506.38,0.0,0,0,1
"Active: 10-14:3.0M, 18-29:1.0M+1.0F, 50+:1.0M+1.0F",False,1868.74479756,28508.615445100004,7214.77,7214.77,5221.0,5221.0,72.36543923091104,1902.8,0.0,0,0,1
"Active: 10-14:1.0F, 18-29:1.0M, 30-49:1.0M, 50+:1.0M+1.0F",False,1389.4779009600002,21974.942498999997,5232.69,5232.69,4495.0,4495.0,85.90227970699583,1506.38,0.0,0,0,1
"Active: 0-4:2.0M, 5-9:1.0M+1.0F, 18-29:1.0M+1.0F",False,4420.928479939999,20613.6604782,4756.99,4756.99,5959.0,5959.0,125.26828940149129,2774.91,0.0,0,0,1
"Active: 15-17:1.0M, 18-29:2.0F, 50+:1.0M+1.0F",False,2976.4099337999996,22610.0775547,5153.41,5153.41,3151.0,3151.0,61.143980393564654,2537.06,0.0,0,0,1
"Active: 5-9:1.0F, 15-17:1.0M+1.0F, 18-29:2.0M, 50+:1.0M+1.0F",False,2986.06199462,27152.5434665,7294.06,7294.06,8243.0,8243.0,113.00976410942603,2537.06,0.0,0,0,1
"Active: 0-4:2.0F, 5-9:3.0F, 10-14:1.0M, 30-49:1.0M+1.0F",False,8763.897149699998,28213.5424376,6342.66,6342.66,5656.0,5656.0,89.17394279371746,5629.11,0.0,0,0,1
"Active: 10-14:1.0F, 15-17:1.0F, 18-29:1.0M+1.0F, 30-49:1.0M+1.0F",False,6138.173902160001,27979.115295900003,6025.52,6025.52,4223.0,4223.0,70.08523745668424,4043.44,0.0,0,0,1
"Active: 5-9:1.0F, 10-14:2.0M, 18-29:1.0F, 30-49:1.0F, 50+:1.0M",False,2048.0212736000003,25249.5704301,5708.39,5708.39,2973.0,2973.0,52.08123481401936,2061.36,0.0,0,0,1
"Active: 0-4:3.0F, 5-9:2.0M, 18-29:1.0F, 30-49:1.0M",False,264.3691270999998,26942.2955537,5391.26,5391.26,3933.0,3933.0,72.95140653576344,1268.53,0.0,0,0,1
"Active: 0-4:1.0F, 5-9:1.0M, 10-14:3.0F, 15-17:1.0M+1.0F, 18-29:1.0M, 30-49:1.0M+1.0F",False,-170.62865564000003,37958.6990189,9434.7,9434.7,9227.0,9227.0,97.7985521532216,1427.1,0.0,0,0,1
"Active: 0-4:1.0M, 10-14:1.0M+1.0F, 15-17:1.0M, 30-49:1.0M+1.0F",False,8139.69452204,23083.058364000004,5787.67,5787.67,6709.0,6709.0,115.91884126081825,4994.84,0.0,0,0,1
"Active: 0-4:1.0M+2.0F, 5-9:1.0M+1.0F, 18-29:1.0M+1.0F",False,7236.147251200001,24046.534715299997,5311.98,5311.98,6871.0,6871.0,129.3491315855858,4519.14,0.0,0,0,1
"Active: 18-29:2.0M, 30-49:1.0F, 50+:2.0M",False,-622.4719835799999,22942.4840273,5470.54,5470.54,792.0,792.0,14.477547006328443,634.27,0.0,0,0,1
"Active: 0-4:1.0M+2.0F, 30-49:1.0M+1.0F",False,885.1536669399998,19993.6974693,3726.31,3726.31,4376.0,4376.0,117.43521070442343,1427.1,0.0,0,0,1
"Active: 5-9:1.0F, 50+:1.0F",False,6178.0510828999995,10116.5253882,1585.66,1585.66,5319.0,5319.0,335.4439160980286,3567.74,0.0,0,0,1
"Active: 5-9:1.0F, 10-14:1.0F, 15-17:1.0F, 18-29:2.0F, 30-49:1.0F, 50+:1.0M",False,6749.3450073,30594.1387873,6421.94,6421.94,6063.0,6063.0,94.41072323939495,4677.71,0.0,0,0,1
"Active: 5-9:1.0M, 15-17:1.0M, 18-29:1.0M+1.0F, 30-49:1.0F, 50+:1.0M",False,-1005.9701834399998,26352.4081755,6184.09,6184.09,2427.0,2427.0,39.245871259959024,634.27,0.0,0,0,1
"Active: 10-14:1.0M, 15-17:1.0M, 18-29:1.0F, 30-49:1.0F, 50+:1.0M",False,917.1681997000001,22217.3426902,5232.69,5232.69,3690.0,3690.0,70.5182229407819,1506.38,0.0,0,0,1
"Active: 5-9:1.0M, 18-29:2.0F, 30-49:1.0F, 50+:1.0M",False,-924.8158555,24954.3775561,4677.71,4677.71,4572.0,4572.0,97.74013352687533,634.27,0.0,0,0,1
"Active: 0-4:1.0M+1.0F, 10-14:2.0F, 30-49:1.0M+1.0F",False,6244.52425144,23185.232701200002,4915.56,4915.56,4468.0,4468.0,90.89503535711087,4122.73,0.0,0,0,1
"Active: 10-14:1.0F, 18-29:4.0M+1.0F, 30-49:1.0F, 50+:1.0M",False,2192.65832184,33748.1971545,8562.59,8562.59,2768.0,2768.0,32.32666751531955,2140.65,0.0,0,0,1
"Active: 5-9:1.0F, 10-14:1.0F, 30-49:1.0M",False,6909.924700400001,12510.0764734,2774.91,2774.91,4760.0,4760.0,171.53709489677144,3805.59,0.0,0,0,1
"Active: 5-9:2.0M+1.0F, 10-14:1.0M, 18-29:1.0F, 30-49:1.0F",False,1136.7576522000002,26001.8377905,5153.41,5153.41,6129.0,6129.0,118.9309602767876,1585.66,0.0,0,0,1
"Active: 5-9:1.0M+1.0F, 10-14:2.0M, 15-17:1.0M, 18-29:1.0F, 30-49:1.0M+1.0F",False,793.2319057,31918.5156835,7849.04,7849.04,3828.0,3828.0,48.77029547562505,1585.66,0.0,0,0,1
"Active: 10-14:1.0F, 15-17:1.0M, 50+:1.0F",False,4552.0613037,13043.7607217,3012.76,3012.76,7054.0,7054.0,234.1374686334125,2933.48,0.0,0,0,1
