Family Composition,Is Sedentary,ZL,ZU,Mean Expenditures,Median Expenditures,Mean Food Expenditures,Median Food Expenditures,Food Expense Ratio (%),Food Norm,Poverty Rate (%),Poverty Gap,Poverty Severity,Count
"Sedentary: 0-4:1.0M, 5-9:1.0M, 10-14:1.0M, 15-17:1.0M+1.0F, 30-49:1.0M+1.0F",True,1317.5000000000007,27988.100473,6659.79,6659.79,1444.0,1444.0,21.682365359868705,4122.73,0.0,0,0,1
"Sedentary: 0-4:2.0M, 5-9:1.0M, 18-29:1.0M+1.0F",True,137.5000000000001,18301.287246,4043.44,4043.44,356.0,356.0,8.80438438557268,4122.73,0.0,0,0,1
"Sedentary: 5-9:2.0M, 10-14:2.0F, 30-49:1.0F, 50+:1.0M",True,-136.99999999999943,25535.691368,5311.98,5311.98,1232.0,1232.0,23.192858406846415,4122.73,0.0,0,0,1
"Sedentary: 5-9:1.0M, 10-14:2.0M, 18-29:3.0M+1.0F, 30-49:1.0M+1.0F",True,261.4999999999992,37790.758484,9434.7,9434.7,1992.0,1992.0,21.11354892047442,4043.44,0.0,0,0,1
"Sedentary: 0-4:1.0M+3.0F, 18-29:2.0M+1.0F, 30-49:1.0M, 50+:1.0M+1.0F",True,-42.00000000000035,36631.736209999995,8721.15,8721.15,1260.0,1260.0,14.447635919574827,1506.38,0.0,0,0,1
"Sedentary: 0-4:1.0F, 15-17:1.0F, 18-29:1.0M+1.0F, 50+:1.0M+1.0F",True,1061.0000000000002,26047.736608,5629.11,5629.11,1210.0,1210.0,21.495405135092405,3012.76,0.0,0,0,1
"Sedentary: 10-14:1.0M+1.0F, 15-17:1.0F, 18-29:1.0F, 30-49:1.0F, 50+:1.0M",True,1185.0000000000007,26891.032051,5787.67,5787.67,270.0,270.0,4.665089751143379,3012.76,0.0,0,0,1
"Sedentary: 0-4:1.0M, 5-9:1.0M, 10-14:1.0M, 15-17:1.0F, 18-29:1.0M+1.0F, 30-49:1.0M+1.0F",True,1240.5000000000002,33607.208412,7531.91,7531.91,2894.0,2894.0,38.42318880602662,2933.48,0.0,0,0,1
"Sedentary: 0-4:1.0F, 10-14:1.0M, 30-49:1.0F, 50+:1.0M",True,-123.99999999999943,18030.266765,3567.74,3567.74,1567.0,1567.0,43.92136198265569,4519.14,0.0,0,0,1
"Sedentary: 5-9:2.0F, 10-14:1.0M, 15-17:1.0F, 30-49:1.0M+1.0F",True,3787.0000000000005,24806.140924,5470.54,5470.54,549.0,549.0,10.03557235665949,3012.76,0.0,0,0,1
"Sedentary: 5-9:1.0M, 10-14:1.0M+2.0F, 30-49:1.0M+1.0F",True,55.50000000000057,25549.655444,5629.11,5629.11,538.0,538.0,9.557461126181583,3012.76,0.0,0,0,1
"Sedentary: 5-9:2.0F, 10-14:1.0M+2.0F, 30-49:1.0M+1.0F",True,2808.0000000000005,26487.107448,6263.37,6263.37,1658.0,1658.0,26.47137244007619,3171.33,0.0,0,0,1
"Sedentary: 0-4:1.0M+2.0F, 5-9:2.0M+1.0F, 10-14:4.0M, 15-17:2.0M, 30-49:1.0M+1.0F",True,1647.0000000000007,46606.72719699999,12685.31,12685.31,1964.0,1964.0,15.482475398709216,3171.33,0.0,0,0,1
"Sedentary: 0-4:2.0M, 18-29:1.0M, 30-49:1.0F",True,1.1013420000000006e-13,15867.359573999998,3171.33,3171.33,678.0,678.0,21.379042862143013,4360.58,0.0,0,0,1
"Sedentary: 5-9:2.0F, 10-14:2.0F, 15-17:1.0F, 18-29:1.0F, 30-49:1.0M+1.0F",True,3993.0000000000005,31994.006653,7135.49,7135.49,1209.0,1209.0,16.94347550063135,3805.59,0.0,0,0,1
"Sedentary: 5-9:1.0M, 30-49:1.0M+1.0F, 50+:1.0F",True,55.50000000000057,21398.723578,3726.31,3726.31,648.0,648.0,17.3898575266148,3647.03,0.0,0,0,1
"Sedentary: 0-4:2.0M+2.0F, 5-9:2.0M, 18-29:1.0M+1.0F",True,-178.9999999999999,27199.874396,5946.24,5946.24,597.0,597.0,10.03995802389409,4043.44,0.0,0,0,1
"Sedentary: 0-4:1.0F, 15-17:1.0M, 30-49:1.0M+1.0F",True,283.00000000000057,17950.921890999998,3884.88,3884.88,3112.0,3112.0,80.10543440209221,4202.01,0.0,0,0,1
"Sedentary: 0-4:1.0M, 5-9:3.0M, 30-49:1.0M+1.0F",True,-81.49999999999943,25844.732338,4994.84,4994.84,2477.0,2477.0,49.59117809579486,3092.05,0.0,0,0,1
"Sedentary: 15-17:1.0M, 18-29:2.0M+3.0F, 30-49:1.0F",True,900.9999999999997,31515.272563,7373.34,7373.34,2005.0,2005.0,27.192561308714907,3805.59,0.0,0,0,1
"Sedentary: 5-9:1.0M+2.0F, 10-14:1.0F, 30-49:1.0M+1.0F",True,2739.5000000000005,24215.037541,5153.41,5153.41,1900.0,1900.0,36.86879173207643,4756.99,0.0,0,0,1
"Sedentary: 5-9:1.0M+1.0F, 10-14:2.0M, 15-17:1.0M, 18-29:1.0F, 30-49:1.0F, 50+:1.0M",True,1762.5000000000007,31278.104757,7769.75,7769.75,1770.0,1770.0,22.78065574825445,2457.78,0.0,0,0,1
"Sedentary: 10-14:1.0M, 18-29:1.0F, 30-49:1.0F",True,206.00000000000057,16314.678228,2854.2,2854.2,3308.0,3308.0,115.89937635764838,3409.18,0.0,0,0,1
"Sedentary: 0-4:1.0F, 10-14:1.0F, 15-17:1.0M, 30-49:1.0M+1.0F",True,283.00000000000057,20849.488003000002,4756.99,4756.99,2064.0,2064.0,43.388781561449576,2457.78,0.0,0,0,1
"Sedentary: 0-4:2.0F, 5-9:2.0M, 10-14:1.0M+1.0F, 30-49:1.0M+1.0F",True,-260.99999999999943,31549.676482,6659.79,6659.79,1825.0,1825.0,27.403266469363146,2378.5,0.0,0,0,1
"Sedentary: 5-9:1.0F, 50+:1.0M",True,1342.0000000000007,8971.099437,1823.51,1823.51,823.0,823.0,45.132738509797036,1506.38,0.0,0,0,1
"Sedentary: 5-9:1.0M, 10-14:1.0M+1.0F, 15-17:1.0M+1.0F, 18-29:4.0M, 30-49:1.0M+1.0F",True,1317.4999999999989,43142.623953999995,11733.92,11733.92,793.0,793.0,6.758184818031826,4598.43,0.0,0,0,1
"Sedentary: 5-9:2.0M, 10-14:2.0M+1.0F, 30-49:1.0M+1.0F",True,-12.999999999999432,29399.379459,6580.51,6580.51,187.0,187.0,2.84172503347005,2219.93,0.0,0,0,1
"Sedentary: 5-9:1.0F, 10-14:1.0F, 15-17:2.0F, 30-49:1.0M+1.0F",True,3424.0000000000005,26447.55319,5549.82,5549.82,3076.0,3076.0,55.425220998158494,3488.46,0.0,0,0,1
"Sedentary: 5-9:1.0F, 10-14:2.0M, 15-17:2.0M, 30-49:1.0F",True,1908.0000000000007,21918.55092,6184.09,6184.09,504.0,504.0,8.149946071289389,3488.46,0.0,0,0,1
"Sedentary: 15-17:1.0M, 18-29:3.0M+1.0F, 50+:2.0M+2.0F",True,488.9999999999992,36952.92361,9751.84,9751.84,2938.0,2938.0,30.12764770545866,3329.89,0.0,0,0,1
"Sedentary: 5-9:1.0F, 10-14:1.0F, 15-17:1.0M, 18-29:3.0M, 30-49:1.0F, 50+:1.0M",True,1624.9999999999993,30441.561152,8404.02,8404.02,1990.0,1990.0,23.67914402869103,2774.91,0.0,0,0,1
"Sedentary: 5-9:1.0M, 15-17:1.0M, 30-49:1.0M+1.0F",True,338.50000000000057,19032.718065,4122.73,4122.73,2648.0,2648.0,64.22928496408935,3171.33,0.0,0,0,1
"Sedentary: 5-9:1.0M+1.0F, 15-17:1.0F, 18-29:1.0F, 30-49:1.0M+1.0F",True,2582.5000000000005,27571.84501,5470.54,5470.54,1013.0,1013.0,18.517367572488276,2933.48,0.0,0,0,1
"Sedentary: 0-4:3.0F, 18-29:1.0M+1.0F",True,-165.9999999999999,18874.045562,3805.59,3805.59,847.0,847.0,22.256732858768284,6580.51,0.0,0,0,1
"Sedentary: 10-14:1.0F, 15-17:1.0F, 18-29:1.0F, 30-49:1.0F, 50+:1.0M",True,1185.0000000000007,23830.13509,4756.99,4756.99,3187.0,3187.0,66.99614672303285,6580.51,0.0,0,0,1
"Sedentary: 10-14:1.0F, 18-29:2.0M, 50+:1.0F",True,-3.481657999999999e-13,17719.85683,4122.73,4122.73,4110.0,4110.0,99.69122401903594,6580.51,0.0,0,0,1
"Sedentary: 0-4:1.0M+1.0F, 5-9:1.0M+1.0F, 18-29:1.0M, 30-49:1.0F",True,1149.5000000000002,22694.45257,4677.71,4677.71,992.0,992.0,21.206958105568752,2140.65,0.0,0,0,1
"Sedentary: 5-9:1.0M, 10-14:2.0F, 50+:1.0M+1.0F",True,-68.49999999999943,20850.299561,4519.14,4519.14,250.0,250.0,5.532026004947844,634.27,0.0,0,0,1
"Sedentary: 5-9:1.0M+1.0F, 30-49:1.0F, 50+:1.0M",True,1273.5000000000007,18363.588563,3488.46,3488.46,2016.0,2016.0,57.79054367829931,3964.16,0.0,0,0,1
"Sedentary: 5-9:1.0M, 10-14:2.0M, 30-49:1.0F, 50+:1.0M",True,-68.49999999999943,22172.9599,4836.28,4836.28,3097.0,3097.0,64.03682168939764,3250.61,0.0,0,0,1
"Sedentary: 5-9:1.0M, 15-17:1.0M, 18-29:1.0M, 30-49:1.0F",True,214.5000000000001,18339.205052,4122.73,4122.73,7057.0,7057.0,171.1729848910795,9038.29,0.0,0,0,1
"Sedentary: 5-9:1.0F, 10-14:1.0F, 15-17:1.0F, 30-49:1.0F, 50+:1.0M",True,2321.0000000000005,21690.927209,4519.14,4519.14,2741.0,2741.0,60.65313311824816,4915.56,0.0,0,0,1
"Sedentary: 0-4:1.0F, 5-9:1.0M+2.0F, 18-29:1.0F, 30-49:1.0M",True,2821.5000000000005,22668.602927,4915.56,4915.56,1686.0,1686.0,34.299245660718206,3964.16,0.0,0,0,1
"Sedentary: 5-9:1.0M+1.0F, 10-14:2.0M+1.0F, 15-17:2.0F, 30-49:1.0M+1.0F",True,3355.5000000000005,36256.740278,8404.02,8404.02,2278.0,2278.0,27.106075425808125,3964.16,0.0,0,0,1
"Sedentary: 0-4:1.0M, 10-14:1.0M, 15-17:2.0F, 30-49:1.0M+1.0F",True,2082.0000000000005,26075.781201,5549.82,5549.82,1133.0,1133.0,20.415076525004416,1585.66,0.0,0,0,1
"Sedentary: 0-4:1.0F, 10-14:1.0F, 15-17:1.0M, 18-29:2.0M, 30-49:1.0M+1.0F",True,282.99999999999966,27866.626561,7135.49,7135.49,4230.0,4230.0,59.281142570447166,5470.54,0.0,0,0,1
"Sedentary: 0-4:3.0M, 18-29:1.0F, 30-49:1.0M, 50+:1.0F",True,330.00000000000057,21792.824159,4677.71,4677.71,0.0,0.0,0.0,2061.36,0.0,0,0,1
"Sedentary: 5-9:2.0M, 10-14:1.0M+2.0F, 15-17:1.0M+1.0F, 30-49:1.0M+1.0F",True,1249.0000000000007,35694.306116,8641.87,8641.87,2135.0,2135.0,24.705301051739955,3964.16,0.0,0,0,1
"Sedentary: 0-4:1.0M, 5-9:1.0M+1.0F, 10-14:3.0F, 30-49:1.0M+1.0F",True,1397.5000000000007,29478.066927,6739.07,6739.07,0.0,0.0,0.0,2378.5,0.0,0,0,1
"Sedentary: 10-14:1.0F, 15-17:1.0M, 50+:1.0F",True,283.00000000000057,13043.810078000002,3012.76,3012.76,365.0,365.0,12.115136950835778,1109.96,0.0,0,0,1
"Sedentary: 0-4:1.0F, 5-9:2.0M+1.0F, 10-14:2.0F, 30-49:1.0M+1.0F",True,1205.0000000000007,31094.171226,6659.79,6659.79,1129.0,1129.0,16.952486489814245,4677.71,0.0,0,0,1
"Sedentary: 0-4:2.0F, 10-14:2.0F, 18-29:3.0M+1.0F, 30-49:1.0F, 50+:1.0M",True,-42.0000000000008,38349.437323,9355.42,9355.42,2755.0,2755.0,29.448170151634024,4677.71,0.0,0,0,1
"Sedentary: 0-4:1.0M, 5-9:1.0M+2.0F, 10-14:2.0F, 30-49:1.0M+1.0F",True,2739.5000000000005,28891.9234,6580.51,6580.51,4527.0,4527.0,68.79406003486052,5074.13,0.0,0,0,1
"Sedentary: 15-17:1.0F, 30-49:1.0M, 50+:2.0F",True,1103.0000000000007,20829.497471000002,3884.88,3884.88,1593.0,1593.0,41.005127571508,5074.13,0.0,0,0,1
"Sedentary: 5-9:2.0M, 10-14:2.0F, 30-49:1.0M+1.0F",True,-12.999999999999432,26176.151649,5391.26,5391.26,2013.0,2013.0,37.33821036269814,5232.69,0.0,0,0,1
"Sedentary: 5-9:3.0M, 10-14:1.0M+1.0F, 15-17:1.0F, 18-29:2.0F, 30-49:1.0M+1.0F",True,1309.5000000000007,43045.302295999994,9196.85,9196.85,22.0,22.0,0.23921233900737754,4519.14,0.0,0,0,1
"Sedentary: 5-9:1.0F, 10-14:1.0M+1.0F, 15-17:1.0M, 18-29:3.0M, 50+:1.0M+1.0F",True,1624.9999999999993,32504.459472000002,9434.7,9434.7,749.0,749.0,7.93877918746754,2933.48,0.0,0,0,1
"Sedentary: 0-4:1.0M+1.0F, 5-9:1.0M+1.0F, 10-14:1.0F, 30-49:1.0M+1.0F",True,1273.5000000000007,26286.531695,5549.82,5549.82,1526.0,1526.0,27.496387270217777,1664.95,0.0,0,0,1
Sedentary: 18-29:3.0M+1.0F,True,205.9999999999992,18074.393144,4519.14,4519.14,3699.0,3699.0,81.8518567692083,5866.96,0.0,0,0,1
"Sedentary: 0-4:2.0M+1.0F, 5-9:2.0M+2.0F, 10-14:2.0M, 30-49:1.0M+1.0F",True,2547.0000000000005,37287.895003,8800.44,8800.44,2594.0,2594.0,29.47579893732586,5866.96,0.0,0,0,1
"Sedentary: 0-4:1.0M+1.0F, 5-9:1.0M, 15-17:1.0F, 30-49:1.0M+1.0F",True,910.5000000000006,25191.708698,4915.56,4915.56,4145.0,4145.0,84.32406480645135,5866.96,0.0,0,0,1
"Sedentary: 0-4:1.0F, 30-49:1.0M+1.0F, 50+:1.0M+1.0F",True,5.684342e-13,23878.549415,4598.43,4598.43,733.0,733.0,15.940223076136856,3409.18,0.0,0,0,1
"Sedentary: 5-9:1.0F, 50+:1.0M+1.0F",True,1342.0000000000007,13678.196756000001,2695.63,2695.63,3221.0,3221.0,119.48969257650344,3409.18,0.0,0,0,1
"Sedentary: 10-14:1.0F, 15-17:1.0M+1.0F, 30-49:1.0F, 50+:1.0M",True,1262.0000000000007,21719.59643,5074.13,5074.13,2409.0,2409.0,47.47611905883373,3092.05,0.0,0,0,1
"Sedentary: 5-9:1.0F, 10-14:2.0F, 30-49:1.0M",True,1466.0000000000007,15408.691942000001,3647.03,3647.03,887.0,887.0,24.321159957554503,1506.38,0.0,0,0,1
"Sedentary: 5-9:1.0M, 18-29:1.0F, 30-49:1.0F",True,137.50000000000057,16941.174433,2616.35,2616.35,56.0,56.0,2.1403864161904944,1585.66,0.0,0,0,1
"Sedentary: 10-14:1.0M, 18-29:1.0M+3.0F, 50+:1.0M+1.0F",True,618.0000000000001,31290.131809000002,7056.21,7056.21,1578.0,1578.0,22.363280004421636,4202.01,0.0,0,0,1
"Sedentary: 10-14:1.0M, 15-17:2.0M, 18-29:1.0M+1.0F, 30-49:1.0M+1.0F",True,896.0000000000001,28707.513411,7769.75,7769.75,261.0,261.0,3.3591814408443,4202.01,0.0,0,0,1
"Sedentary: 10-14:1.0F, 15-17:1.0M, 18-29:2.0M, 30-49:1.0F, 50+:1.0M",True,282.99999999999966,24620.569288,6501.22,6501.22,2446.0,2446.0,37.62370755027518,4202.01,0.0,0,0,1
"Sedentary: 0-4:1.0M, 5-9:1.0F, 10-14:1.0M+1.0F, 15-17:2.0F, 30-49:1.0M+1.0F",True,3424.0000000000005,31286.769898,7135.49,7135.49,1408.0,1408.0,19.73235194779896,5629.11,0.0,0,0,1
"Sedentary: 0-4:2.0M, 5-9:1.0F, 18-29:1.0F, 30-49:1.0M",True,1672.0000000000007,17619.829678,3964.16,3964.16,2069.0,2069.0,52.192646109137875,5629.11,0.0,0,0,1
"Sedentary: 5-9:1.0M, 18-29:1.0F, 50+:1.0F",True,137.50000000000057,15943.175792000002,2616.35,2616.35,961.0,961.0,36.73055974926902,5629.11,0.0,0,0,1
"Sedentary: 0-4:1.0M, 5-9:1.0F, 15-17:2.0M, 30-49:1.0M+1.0F",True,2032.0000000000007,21777.159037,5866.96,5866.96,1338.0,1338.0,22.805677897923285,2219.93,0.0,0,0,1
"Sedentary: 10-14:1.0F, 15-17:1.0F, 50+:1.0M+1.0F",True,979.0000000000006,18380.505983,3805.59,3805.59,1010.0,1010.0,26.539905770195947,2219.93,0.0,0,0,1
"Sedentary: 0-4:1.0M, 5-9:1.0M, 15-17:1.0M, 30-49:1.0M+1.0F",True,338.50000000000057,20811.037812,4677.71,4677.71,2911.0,2911.0,62.23130548922443,7849.04,0.0,0,0,1
"Sedentary: 5-9:2.0F, 10-14:1.0F, 15-17:1.0M, 30-49:1.0M+1.0F",True,3091.0000000000005,22868.736181,5629.11,5629.11,3765.0,3765.0,66.88446308563877,7849.04,0.0,0,0,1
"Sedentary: 18-29:3.0F, 30-49:1.0F",True,618.0000000000006,22157.042199,3726.31,3726.31,2706.0,2706.0,72.61875689354883,3329.89,0.0,0,0,1
"Sedentary: 5-9:3.0F, 30-49:1.0M+1.0F",True,4150.000000000001,19941.500848,4202.01,4202.01,341.0,341.0,8.115163933450896,4836.28,0.0,0,0,1
"Sedentary: 10-14:1.0F, 15-17:2.0M, 30-49:1.0M+1.0F",True,690.0000000000006,20584.982817,5470.54,5470.54,1673.0,1673.0,30.58199007776198,5311.98,0.0,0,0,1
"Sedentary: 0-4:1.0M, 5-9:1.0F, 10-14:1.0M, 15-17:1.0M, 30-49:1.0M+1.0F",True,1749.0000000000007,22496.964192,5629.11,5629.11,3614.0,3614.0,64.2019786431603,5311.98,0.0,0,0,1
"Sedentary: 0-4:2.0M, 5-9:1.0F, 10-14:1.0M+1.0F, 30-49:1.0M+1.0F",True,1466.0000000000007,24832.758245,5787.67,5787.67,1335.0,1335.0,23.066277102875596,3409.18,0.0,0,0,1
"Sedentary: 10-14:1.0F, 15-17:2.0M, 30-49:1.0F",True,566.0000000000006,16382.900525000001,4281.29,4281.29,3162.0,3162.0,73.85624426282733,3409.18,0.0,0,0,1
"Sedentary: 15-17:2.0F, 18-29:2.0F, 30-49:1.0M+1.0F",True,2494.0000000000005,30139.825425,5866.96,5866.96,379.0,379.0,6.459904277513397,2061.36,0.0,0,0,1
"Sedentary: 5-9:1.0F, 10-14:1.0M, 15-17:1.0F, 30-49:1.0M+1.0F, 50+:1.0F",True,2445.0000000000005,27200.815658,5629.11,5629.11,1126.0,1126.0,20.003162133978552,1506.38,0.0,0,0,1
"Sedentary: 0-4:1.0F, 5-9:1.0M, 10-14:1.0F, 30-49:1.0F",True,-192.49999999999943,17993.707071,3092.05,3092.05,3284.0,3284.0,106.20785562976019,3805.59,0.0,0,0,1
"Sedentary: 15-17:1.0M, 18-29:3.0M+1.0F, 50+:1.0F",True,488.9999999999992,25122.582269000002,6659.79,6659.79,923.0,923.0,13.859295863683391,1506.38,0.0,0,0,1
"Sedentary: 0-4:1.0M+1.0F, 18-29:2.0F, 30-49:1.0M+1.0F",True,412.00000000000057,26291.410764,5074.13,5074.13,1338.0,1338.0,26.369052428692207,1585.66,0.0,0,0,1
"Sedentary: 15-17:1.0M, 18-29:2.0M, 50+:1.0F",True,282.99999999999966,17162.382524,4519.14,4519.14,2298.0,2298.0,50.85038303748058,3805.59,0.0,0,0,1
"Sedentary: 10-14:1.0M+1.0F, 15-17:1.0M, 18-29:1.0F, 30-49:1.0M+1.0F",True,613.0000000000006,25756.418438,6184.09,6184.09,4856.0,4856.0,78.52408357575649,6580.51,0.0,0,0,1
"Sedentary: 10-14:1.0F, 18-29:1.0M, 30-49:1.0M+1.0F",True,124.00000000000011,19411.368484,4122.73,4122.73,3334.0,3334.0,80.86874473952939,6580.51,0.0,0,0,1
"Sedentary: 0-4:1.0M, 10-14:1.0M+2.0F, 30-49:1.0M+1.0F",True,124.00000000000057,23640.582025,5391.26,5391.26,3204.0,3204.0,59.42952111380271,4202.01,0.0,0,0,1
"Sedentary: 0-4:2.0M, 5-9:2.0M, 10-14:2.0M+1.0F, 15-17:1.0M, 30-49:1.0M+1.0F",True,270.00000000000057,35297.110758999996,8959.0,8959.0,1730.0,1730.0,19.31019086951669,3092.05,0.0,0,0,1
"Sedentary: 10-14:1.0F, 15-17:1.0M, 18-29:1.0F, 50+:1.0F",True,489.00000000000057,17495.440544,3964.16,3964.16,1225.0,1225.0,30.901880852437845,3409.18,0.0,0,0,1
"Sedentary: 5-9:1.0F, 30-49:1.0M+1.0F, 50+:1.0F",True,1466.0000000000007,20023.752997,3647.03,3647.03,1527.0,1527.0,41.86968574429056,3409.18,0.0,0,0,1
"Sedentary: 0-4:1.0F, 5-9:1.0M, 30-49:2.0M+1.0F",True,55.50000000000057,23499.305543,4598.43,4598.43,2372.0,2372.0,51.58282283301039,3409.18,0.0,0,0,1
"Sedentary: 0-4:1.0M+1.0F, 10-14:1.0M+3.0F, 15-17:1.0F, 30-49:1.0M+1.0F",True,979.0000000000006,33260.910829,7769.75,7769.75,352.0,352.0,4.5303902956980595,3409.18,0.0,0,0,1
"Sedentary: 5-9:1.0M, 30-49:1.0M+2.0F",True,55.50000000000057,22396.722219,3726.31,3726.31,1538.0,1538.0,41.274075425823405,4756.99,0.0,0,0,1
"Sedentary: 0-4:1.0M, 5-9:1.0M, 30-49:1.0M+1.0F, 50+:1.0F",True,55.50000000000057,23177.043325000002,4281.29,4281.29,2092.0,2092.0,48.86377703916343,4756.99,0.0,0,0,1
"Sedentary: 5-9:1.0M, 10-14:1.0M, 15-17:1.0F, 30-49:1.0F, 50+:1.0M",True,910.5000000000006,23228.228639,4756.99,4756.99,1305.0,1305.0,27.43331392330024,4202.01,0.0,0,0,1
"Sedentary: 18-29:1.0M, 30-49:1.0M, 50+:1.0F",True,124.00000000000011,15514.803731,3250.61,3250.61,1001.0,1001.0,30.794220161754254,2616.35,0.0,0,0,1
"Sedentary: 0-4:1.0F, 30-49:1.0F, 50+:1.0M",True,-123.99999999999943,14969.369803999998,2537.06,2537.06,1513.0,1513.0,59.63595657966307,2061.36,0.0,0,0,1
Sedentary: 50+:1.0M+3.0F,True,5.684342e-13,20779.968809,3726.31,3726.31,1241.0,1241.0,33.30372405945828,2061.36,0.0,0,0,1
"Sedentary: 0-4:1.0M+1.0F, 5-9:1.0M, 15-17:1.0M, 30-49:1.0M+1.0F, 50+:1.0M+2.0F",True,214.50000000000057,36392.451452999994,8086.89,8086.89,1432.0,1432.0,17.707672541607465,4677.71,0.0,0,0,1
"Sedentary: 0-4:3.0F, 5-9:2.0M+1.0F, 10-14:2.0M, 30-49:1.0M+1.0F",True,957.0000000000006,36630.02690799999,8086.89,8086.89,2005.0,2005.0,24.79321469687358,4677.71,0.0,0,0,1
"Sedentary: 0-4:1.0M, 18-29:1.0F, 50+:1.0F",True,206.00000000000057,14034.102373000002,2378.5,2378.5,610.0,610.0,25.64641580828253,1664.95,0.0,0,0,1
"Sedentary: 0-4:1.0M, 5-9:2.0M+1.0F, 18-29:1.0M+2.0F, 50+:1.0F",True,1617.0000000000002,31681.511035,6818.36,6818.36,901.0,901.0,13.214321332402514,2457.78,0.0,0,0,1
"Sedentary: 0-4:1.0M, 5-9:1.0F, 10-14:1.0M, 15-17:2.0F, 30-49:1.0M+1.0F",True,3424.0000000000005,28388.203786,6263.37,6263.37,1451.0,1451.0,23.1664423465323,6342.66,0.0,0,0,1
"Sedentary: 10-14:1.0M, 15-17:1.0F, 18-29:1.0F, 30-49:1.0F",True,1185.0000000000007,20430.843928,3805.59,3805.59,3652.0,3652.0,95.96409492352039,6342.66,0.0,0,0,1
"Sedentary: 10-14:1.0M+1.0F, 15-17:1.0M+1.0F, 18-29:1.0M+2.0F, 50+:1.0M+1.0F",True,1674.0000000000002,36194.324961,9196.85,9196.85,2528.0,2528.0,27.487672409575016,4202.01,0.0,0,0,1
"Sedentary: 5-9:1.0F, 10-14:1.0M, 18-29:3.0M+1.0F, 30-49:1.0M+1.0F",True,1671.9999999999993,33354.890942,8324.74,8324.74,1868.0,1868.0,22.439139240384684,3092.05,0.0,0,0,1
"Sedentary: 0-4:1.0M+1.0F, 5-9:2.0M, 30-49:1.0F",True,-260.99999999999943,20560.853872,3567.74,3567.74,2701.0,2701.0,75.70618935236313,3647.03,0.0,0,0,1
"Sedentary: 15-17:1.0M, 18-29:2.0M, 50+:1.0M",True,282.99999999999966,16016.907216,4756.99,4756.99,688.0,688.0,14.462927187149857,2537.06,0.0,0,0,1
"Sedentary: 0-4:1.0F, 30-49:1.0F, 50+:1.0F",True,-123.99999999999943,16114.845111999999,2299.21,2299.21,1220.0,1220.0,53.06170380261046,4043.44,0.0,0,0,1
"Sedentary: 10-14:3.0F, 15-17:1.0F, 30-49:1.0M+1.0F",True,1103.0000000000007,25816.097128999998,5629.11,5629.11,1764.0,1764.0,31.33710302339091,2933.48,0.0,0,0,1
"Sedentary: 0-4:1.0M, 30-49:2.0M+1.0F, 50+:1.0F",True,248.00000000000057,23691.732451,4677.71,4677.71,3478.0,3478.0,74.35262126125818,3884.88,0.0,0,0,1
"Sedentary: 0-4:1.0M, 5-9:1.0M, 10-14:2.0M, 30-49:1.0M+1.0F",True,55.50000000000057,24591.739928,5470.54,5470.54,3392.0,3392.0,62.0048477846794,3409.18,0.0,0,0,1
"Sedentary: 0-4:2.0M, 5-9:1.0F, 10-14:1.0M, 18-29:1.0F, 30-49:1.0M",True,1672.0000000000007,20680.726639,4994.84,4994.84,1155.0,1155.0,23.123863827469947,1506.38,0.0,0,0,1
"Sedentary: 18-29:1.0F, 30-49:2.0M",True,454.00000000000057,15952.849891000002,3329.89,3329.89,1218.0,1218.0,36.57778485175186,4202.01,0.0,0,0,1
"Sedentary: 18-29:2.0M+1.0F, 30-49:1.0F",True,205.99999999999966,20270.919825,4202.01,4202.01,2397.0,2397.0,57.04412888117829,4439.86,0.0,0,0,1
"Sedentary: 10-14:1.0M, 18-29:3.0M+1.0F, 30-49:1.0F, 50+:1.0M",True,205.9999999999992,30402.008076000002,7531.91,7531.91,2184.0,2184.0,28.996629009109242,3012.76,0.0,0,0,1
"Sedentary: 10-14:2.0M, 18-29:2.0M, 30-49:1.0M, 50+:1.0M+1.0F",True,123.99999999999966,28706.788943,7611.19,7611.19,2826.0,2826.0,37.12954216094987,3012.76,0.0,0,0,1
"Sedentary: 5-9:1.0M, 10-14:2.0F, 15-17:1.0F, 18-29:4.0M+1.0F, 30-49:1.0F, 50+:1.0M",True,1116.4999999999989,44450.371483999996,11178.93,11178.93,0.0,0.0,0.0,3012.76,0.0,0,0,1
"Sedentary: 5-9:1.0M+1.0F, 10-14:2.0M, 30-49:1.0M+1.0F",True,1397.5000000000007,25125.842766,5629.11,5629.11,221.0,221.0,3.926020276740018,4202.01,0.0,0,0,1
"Sedentary: 5-9:1.0F, 18-29:2.0M, 30-49:1.0M+1.0F",True,1465.9999999999998,22333.794236,5153.41,5153.41,857.0,857.0,16.629765533889213,2061.36,0.0,0,0,1
"Sedentary: 0-4:2.0F, 5-9:1.0M+1.0F, 10-14:1.0M+1.0F, 30-49:1.0F, 50+:1.0M",True,1025.5000000000007,29534.245619999998,6501.22,6501.22,2113.0,2113.0,32.50159200888449,3805.59,0.0,0,0,1
"Sedentary: 15-17:1.0M, 18-29:1.0M+1.0F, 30-49:1.0M, 50+:1.0M+1.0F",True,613.0000000000001,25869.148014000002,6580.51,6580.51,3674.0,3674.0,55.83153889288216,4122.73,0.0,0,0,1
